,AugmTitle
726,"'Spontaneous and laparoscopic closure of the equine epiploic foramen after epiploic foramen entrapment', '… In about 5% of the surgically treated equine colic patients, colic signs are the result of \nintestinal EFE. Several risk factors for the development of EFE have been described with …'"
727,"'Probiotic use in equine gastrointestinal disease', 'Elie Metchnikoff 1 studied the longevity of a group of Bulgarians in the 1900s. He observed \nthat these people ate large amounts of fermented milk and postulated that the bacteria …'"
728,"'The decision path for the referral of equine patients', '… Barker and Freeman recently looked at the costs of insurance policies but also the average \ncosts for equine colic in the UK (based on 108 cases in a number of clinics). The average …'"
729,"'[HTML][HTML] Considerations for timely decision-making regarding equine colic: Medical or surgical management?', '… Multiple experimental models have been developed to establish causal relationships \nbetween alterations in the abdomen and the severity of equine colic. Research constantly tries to …'"
730,"'Equine hepatic disease: the effect of patient‐and case‐specific variables on risk and prognosis', 'Reasons for performing study: Liver disease is fairly common in horses and, although previous \nliterature suggests that fatality rates are high, impressions gained from current clinical …'"
731,"'Special considerations', '… 31 Circulating TNF-α is cytotoxic26, 27 and high levels have been associated with morbidity \nand mortality in equine colic patients. 1 Geriatric horses of 20–35 years were found to have …'"
732,"'Prevention of endotoxin‐induced arterial hypoxaemia and lactic acidosis with flunixin meglumine in the conscious pony', '… They also indicate that clinical signs associated with the absorption of enteric endotoxin (ie, \nfrom devitalised bowel in equine colic) may be masked when flunixin meglumine is used as …'"
733,"'[CITATION][C] Statistics on equine colic', '[Statistics on equine colic] - Abstract - Europe PMC … [Statistics on equine colic] … \nPrognosticating equine colic. …'"
734,"'[CITATION][C] Horse and management level risk factors for specific types of equine colic', 'British Library EThOS: Horse and management level risk factors for specific types of equine \ncolic … Title: Horse and management level risk factors for specific types of equine colic …'"
735,"'[CITATION][C] Clinical evaluation of prognostic factors in equine colic', ''"
736,"'[PDF][PDF] Anesthetic management of a pregnant broodmare with gastrointestinal colic', 'Gastrointestinal colic in mares during early pregnancy may require general anesthesia for \nsurgical correction. There is a scarcity of literature identifying anesthetic risk factors associated …'"
737,"'[HTML][HTML] Therapeutic trial on clinical cases of impactive and spasmodic colic in donkeys in Gondar, northwest Ethiopia', 'The therapeutic trial was conducted from December 2018 to May 2019 to compare the therapeutic \nefficacy of different drug regimens in the treatment of impactive and spasmodic colic in …'"
738,"'[CITATION][C] Confronting equine colic through new approaches.', 'Confronting equine colic through new approaches. - Abstract - Europe PMC … Confronting \nequine colic through new approaches. …'"
739,"'Idiopathic fibrosis of the tunica muscularis of the large intestine in five horses with colic', '… Animals were affected by a variety of conditions identified commonly in equine colic, \nincluding small intestinal strangulation, large colon displacement and caecal impaction. Post-…'"
740,"'[CITATION][C] Equine Colic Research: Proceedings of the Second Symposium at the University of Georgia', ''"
741,"'[CITATION][C] Equine colic', ''"
742,"'[CITATION][C] New perspectives in equine colic', 'New perspectives in equine colic … New perspectives in equine colic [2009] … ""New \nperspectives in equine colic""@eng …'"
743,"'Colorectal distention in the horse: visceral sensitivity, rectal compliance and effect of iv xylazine or intrarectal lidocaine', '… This study was funded by the Island Whirl Equine Colic Research Laboratory. The authors \n… Results of this study were presented in part at the 7th International Equine Colic Research …'"
744,"'[CITATION][C] The current status of equine colic research', '… New information in equine colic has come for the most part from retrospective studies of \nparticular … and have incriminated strongylosis as the primary etiology of most all equine COliC. …'"
745,"'The pattern of venous drainage of the equine ileocaecal junction', '… Verminous arteritis of the ileocaecocolic artery is a common couse of equine colic? This \ncondition impairs the blood supply to different areas of the equine intestine and may affect the …'"
746,"'Physical examination', '… The physical examination for the equine colic patient should focus on intestinal borborygmi, \n… severity score for predicting the outcome of equine colic. Veterinary Surgery, 24, 97–101. …'"
747,"'[CITATION][C] EQUINE COLIC RESEARCH: THE START OF AN INTERNATIONAL SEARCH', ''"
748,"'[CITATION][C] MILNE LECTURE: EQUINE COLIC', ''"
749,"'RAPID COMMUNICATION: TLR4 expressed but with reduced functionality on equine B lymphocytes', '… Horses, like humans, are sensitive to LPS and develop severe endotoxemia, a primary \ncause of death in cases of equine colic. In this study, we sought to determine whether the …'"
750,"'Diagnosis of colic', '… Equine colic is the most common type of emergency seen by first-opinion veterinary … \nThe Nottingham Equine Colic Project has been collaborating with veterinary professionals to …'"
751,"'Standing flank laparotomy for colic: 37 cases', '… In all cases, the horse owners were informed that ventral midline laparotomy is the standard \nof care for equine colic. Standing flank laparotomy was offered when laparotomy was …'"
752,"'Equine nutrition in the post‐operative colic: Survey of Diplomates of the American Colleges of Veterinary Internal Medicine and Veterinary Surgeons, and European\xa0…', '… (2019) identified an association with feeding and recovery time in equine colic cases after \nlaparotomy. Those that were consuming forage within 12 hours post-operatively had a shorter …'"
753,"'Right ventricular thrombus in an equine patient: a case report', '… The objective of this case report is to discuss the hypercoagulative state that occurs in \nendotoxemic equine colic patients. …'"
754,"'Accuracy of Accusport for measurement of lactate concentrations in equine blood and plasma', 'The aim of this study was to investigate correlations between lactate concentrations in equine \nwhole blood and plasma measured with Accusport 1 and Yellow Springs Instruments (YSI …'"
755,"'[CITATION][C] Whats new in colic surgery and postoperative care?', ''"
756,"'The effects of a novel anti‐inflammatory compound (AHI‐805) on cyclooxygenase enzymes and the recovery of ischaemia injured equine jejunum ex vivo', '… treatment of equine colic despite evidence of inhibited recovery of mucosal barrier function \nfollowing small intestinal ischaemic injury. This study aimed to characterise an alternative …'"
757,"'[HTML][HTML] Occurrence, treatment protocols, and outcomes of colic in horses within Nairobi County, Kenya', '… Equine colic episodes will often resolve spontaneously or after medical treatment. \nHowever, colic emanating from impaction and/or intestinal displacements, especially with …'"
758,"'Colic in geriatric compared to mature nongeriatric horses. Part 2: treatment, diagnosis and short‐term survival', 'Reason for performing study: Owners and veterinarians are often concerned about mortality \nof geriatric horses following colic surgery. Objective: To compare treatment, diagnosis and …'"
759,"'Clinico-biochemical prognostic markers in equines with surgical and non-surgical colic', '… Hospital incidence of equine colic was 31.86 percent (29/91). Age wise highest rate of colic \nwas observed in adult equines of 6-10 years age (54.17 percent) with more prevalence in …'"
760,"'[CITATION][C] Equine Colic: IV', ''"
761,"'[CITATION][C] Prognosticating Equine Colic (vol 25, pg 223, 2005)', ''"
762,"'[CITATION][C] A farm based prospective study of Equine colic incidence and association risk factors', ''"
763,"'[CITATION][C] Equine colic induces intestinal apoptosis via a mitochondria-mediated pathway in Proc. of 10th Int', ''"
764,"'[CITATION][C] Review of risk factors for equine colic; how much do we know', ''"
765,"'[CITATION][C] Treatment of equine colic by intravenous injections of novocaine', 'Treatment of equine colic by intravenous injections of novocaine Treatment of equine colic \nby intravenous injections of novocaine …'"
766,"'[CITATION][C] Pinchbeck., GL, Archer, DC and Christley, RM (2014) Could it be colic? Horse-owner decision making and practices in response to equine colic', ''"
767,"'[CITATION][C] Equine diarrhea: TCM review and equine colic', ''"
768,"'Water intake, faecal output and intestinal motility in horses moved from pasture to a stabled management regime with controlled exercise', '… A change in management from pasture to stabling is a risk factor for equine colic. …'"
769,"'Prevalence and Cost of Colic Cases in Sport Horses in Turkey', '… Horse-owner decision making and practices in response to equine colic. Veterinary … \nSurgical treatment of equine colic - a retrospective study of 297 surgeries in Norway 2005–2011. …'"
770,"'Risk factors associated with gastrointestinal dysfunction in horses undergoing elective procedures under general anaesthesia', '… and Lumsden, JH (1976) Clinical evaluation of blood lactate levels in equine colic. Equine … \nParry, BW, Anderson, GA and Gay, CC (1983) Prognosis in equine colic: a study of individual …'"
771,"'[PDF][PDF] Common Diseases of the Equine Alimentary Tract', 'If)) OSSIBL Y NO ONE disease syn-C drome has received so many pages of description in \nour literature as have the so-called colics of the horse, and surely no one medical term has …'"
772,"'[HTML][HTML] Prospective study of the primary evaluation of 1016 horses with clinical signs of abdominal pain by veterinary practitioners, and the differentiation of critical\xa0…', '… were assessed less frequently (89.4 and 81.4 %, respectively), which probably reflects the \ngreater significance of pain and cardiovascular indices in decision making in equine colic. …'"
773,"'[CITATION][C] Equine colic surgery', 'Equine colic surgery Equine colic surgery …'"
774,"'[CITATION][C] Equine colic', 'Equine colic Equine colic …'"
775,"'[CITATION][C] THE FIFTH EQUINE COLIC RESEARCH SYMPOSIUM', ''"
776,"'[CITATION][C] EQUINE COLIC', ''"
777,"'[PDF][PDF] Activity of flunixin meglumine and metamizole in a field study on 23 horses with colic', '… Fischer, AT Jr., Diagnostic and prognostic procedures for equine colic surgery, Vet. Clin. … \nKing, JN, Gerring, EL, Detection of endotoxins in cases of equine colic, Vet. Rec. 1988, 123, 269-…'"
778,"'[CITATION][C] Combination of tramadol and ketamine anaesthesia as therapy in equine colic management', ''"
779,"'[CITATION][C] An overview of Equine Colic: 3, Clinical Management', ''"
780,"'[CITATION][C] Evaluation of a haptic-enabled equine colic simulator', ''"
781,"'[CITATION][C] …\xa0the squamous and glandular gastric mucosa in sport and leisure horses: 684 horses (2005‐2011)[abstract] In: Proceeding 11th International Equine Colic\xa0…', ''"
782,"'Correlative morphometry and morphology of normal equine intestinal mucosa and comparison after adaptation to extensive large colon resection', 'Light microscopy, morphometry and scanning electron microscopy (SEM) were used to \nexamine the mucosal morphology of seven intestinal specimens (three from the small intestine …'"
783,"'Retrospective study of equine cases at the Veterinary Teaching Hospital, Usmanu Danfodiyo University, Sokoto, Nigeria (2001-2015)', 'Abstract Knowledge of common diseases is important for effective disease control and \nmanagement programme. This retrospective study was designed to identify the common equine …'"
784,"'Colic surgery: Part 2 Post-operative complications', 'As the rate of post-operative survival has increased over the last three decades, complications \nfollowing exploratory laparotomy for abdominal pain in the horse have become more …'"
785,"'[HTML][HTML] Myeloperoxidase assay in plasma and peritoneal fluid of horses with gastrointestinal disease', 'Gastrointestinal disorders, especially strangulating intestinal obstructions, are still a major \ncause of illness and death in the horse. Circulating lipopolysaccharides may activate both …'"
786,"'[PDF][PDF] Abdominal palpation per rectum', 'Abdominal palpation per rectum is used to examine the caudal aspect of the abdominal cavity \nand pelvic region in horses showing signs of colic. Other indications are for examination of …'"
787,"'Meal-induced gastric relaxation and emptying in horses after ingestion of high-fat versus high-carbohydrate diets', 'Objective —To evaluate the effect of ingestion of a high-carbohydrate versus a high-fat meal \non relaxation of the proximal portion of the stomach and subsequent gastric emptying in …'"
788,"'Anesthetic considerations for emergency equine abdominal surgery', 'The physiologic changes that take place in horses presented for emergency abdominal surgery \nand the effects of these changes on the horse’s anesthetic management are discussed. …'"
789,"""[PDF][PDF] Colic surgery in horses–nurse's role in postoperative care"", '… Nursing the equine colic patient, Vet Pract Today 3(5): 26-30. Rippingale M and Fisk N (2013). \nFactors causing thrombophlebitis in horses: methods of prevention, Vet Nurse 4(4): 202-…'"
790,"'Alterations in microbiota and fermentation products in equine large intestine in response to dietary variation and intestinal disease', 'We aimed to determine the effects of variations in dietary composition on equine gut \nmicrobiota and their fermentation products, and proposed that dietary modifications profoundly …'"
791,"'Investigation of the effect of pasture and stable management on large intestinal motility in the horse, measured using transcutaneous ultrasonography', '… Management regimes have been identified in epidemiological studies as a significant \nrisk factor for equine colic. Stabling has been associated with a significant increase in colic …'"
792,"'The effects of slow infusion of a low dosage of endotoxin in healthy horses', '… ENDOTOXIN, a structural component of the cell wall of certain enteric bacteria, has been \nstudied as a major contributing factor in the pathogenesis of equine colic. Much of the evidence …'"
793,"'[CITATION][C] Equine colic-A dangerous and costly medical problem', ''"
794,"'[PDF][PDF] Survival and the cost of our mistakes', '… Risk factors and clinical signs associated with cases of equine colic, in Proceedings Am \nAssoc Equine … Handbook of Equine Colic. Oxford: Butterworth Heinemann, 1999;1-7;116-139. …'"
795,"'Resting blood pressure values in various equine clinical cases', '… Systolic pressure (SP) of equine colic cases was noted to range from hypertensive \nthrough to hypotensive m 21 22and the degree of hypotension was inversely associated …'"
796,"'Serological response of experimental ponies orally infected with Ehrlichia risticii', 'Ten healthy, mature ponies were orally infected with Ehrlichia risticii using Ehrlichia‐infected \nP388D1 mouse monocyte tissue culture cells. Seven developed signs of equine ehrlichial …'"
797,"'[CITATION][C] Proceedings of the Equine Colic Research Symposium, September 28-30, 1982, Held at College of Veterinary Medicine, University of Georgia, Athens\xa0…', ''"
798,"'Equine nutrition: A preliminary investigation of feeding practices in equine veterinary hospitals in the USA', 'Nutrition plays an important role in equine rehabilitation, with contradictory approaches existing \non correct nutritional management of patients. The preponderance of information related …'"
799,"'[CITATION][C] Equine Colic: Abdominal Pain in Horses', ''"
800,"'Peritoneal fluid analysis for the differentiation of medical and surgical colic in horses', '… Peritoneal fluid analysis is a useful ancillary diagnostic procedure to help determine the \nneed for surgery in cases of acute equine colic. Of the parameters which can be quickly …'"
801,"'The use of slaughterhouse-obtained small intestinal tissue as control material in histological studies should be applied with prudence', '… This study aimed to evaluate the reliability of slaughterhouse-obtained small intestinal \ntissue as control material in equine colic research where molecular stress responses in small …'"
802,"'[PDF][PDF] A HYBRID PREDICTION SYSTEM USING ROUGH SETS AND GENETIC ALGORITHM', '… in classifying the probability of patient’s premature death on equine colic. Keywords: Machine \nlearning; Rough Set; Genetic Algorithm; Veterinary; Equine colic; Hybrid prediction system …'"
803,"'Epidemiological study of equine colic syndrome in Brazilian rodeo parks in the state of Rio Grande do Norte, Brazil/Estudo epidemiologico da sindrome colica de\xa0…', '… the risk factors associated with equine colic syndrome in animals … Two epidemiological \nstudies related to equine colic … identified as a risk factor for equine colic syndrome in the cross-…'"
804,"'[CITATION][C] Nigatu Aklilu, Zerihun Assefa & Ayele Gizachew', ''"
805,"'[HTML][HTML] Plasma serotonin in horses undergoing surgery for small intestinal colic', '… The current results on equine colic cases might therefore be due to a colic and/or surgery \nassociated phase of decreased motility. This is, to the authors’ knowledge, the first study that …'"
806,"'Protection of yearling ponies against Strongylus vulgaris by foalhood vaccination', '… THE association of Strongylus vulgaris larval migration and equine colic is well documented \n… Earlier reviews suggested that this parasite was a major cause of equine colic (90 per cent). …'"
807,"'[PDF][PDF] Die anterior enteritis sindroom in die perd', '… In: Moore JN, White NA, Becht JL (eds) Equine Colic Research Proceedings of the Second \nSymposium at the University of Georgia Volume 2, Athens, Georgia: 197-199 10. White NA …'"
808,"'Colic in the donkey', 'Donkeys form the backbone of many agricultural societies, providing draft and traction; they \nhelp to build cities as they transport bricks from kilns to building sites, and they support those …'"
809,"'[CITATION][C] Epidemiology of equine colic', ''"
810,"'Specific causes of colic', 'Colic is a nonspecific term for abdominal pain. In horses, colic is most often caused by \ngastrointestinal disease and is often categorized by the affected region and whether the lesion …'"
811,"'[CITATION][C] Diagnosis in equine colic', 'Diagnosis in equine colic … Diagnosis in equine colic [1976] … ""Diagnosis in equine colic""@eng …'"
812,"'Morbidity associated with abdominocentesis—a prospective study', '… Abdominocentesis is performed routinely in the assessment of the equine colic patient; \nhowever, the incidence of complications from this procedure has not been firmly established. …'"
813,"'Gross and microscopic anatomy of the equine gastrointestinal tract', 'Gaining a working knowledge of the equine gastrointestinal tract and associated intra‐abdominal \norgans can be challenging, especially for inexperienced individuals. Experienced …'"
814,"'Objective radiographic assessment of abdominal sand accumulation in horses', '… Gastrointestinal sand accumulation is a common cause of equine colic. Subjective \nassessment of sand accumulation on abdominal radiographs has been used as a diagnostic aid; …'"
815,"'Do dental abnormalities predispose horses to colic?', 'Evaluation of dental abnormalities were carried out on a group of 74 polo horses with history \nof colic (colicky group) and another group of 70 randomly selected polo horses with no …'"
816,"'[HTML][HTML] European College of Equine Internal Medicine Consensus Statement—equine gastric ulcer syndrome in adult horses', 'The term Equine Gastric Ulcer Syndrome (EGUS) was first used in 1999 to describe gastric \nulceration in the horse. 1 However, as discussed by Merritt, 2 the terminology is commonly …'"
817,"'Evidence of myocardial injury in horses with colic', '… The clinical outcome or prognosis of equine colic patients largely depends on the severity of \n… In a recent study, about 53% of equine colic patients had an abnormal cTnI concentration at …'"
818,"'The in vivo biodynamic properties of the intact equine linea alba', 'Liquid metal strain gauges (LMSG) were implanted surgically at three locations on the intact \nlinea alba (LA) in eight horses. LA strain, strain rate, change in strain and stress were …'"
819,"'A study of the effect of isoflurane anaesthesia on equine skeletal muscle perfusion', 'The effects of 1.1, 1.5 and 1.8 MAC (minimum alveolar concentration) isoflurane‐0 2 anaesthesia \non skeletal muscle blood flow, 0 2 delivery and vascular resistance were studied in the …'"
820,"'The impact of seasonal changes on the equine gut', '… (2006) Is equine colic seasonal? Novel application of a model based approach. BMC \nVeterinary Research, 2: 27 Crossref, Google Scholar …'"
821,"'[CITATION][C] Hypodermic Medication in Equine Colic', '… ALTHOUGH of recent years the usc of various hypodermic productshas been pretty general \nin the treatment of Equine Colic, the recorded results and opinions of Vete1inarians have …'"
822,"'[CITATION][C] Management of the equine colic patient.', 'Management of the equine colic patient. … ""Management of the equine colic patient.""@eng … \n""Management of the equine colic patient.""@eng …'"
823,"'[CITATION][C] [Analgesics in the treatment of equine colic].[Swedish]', '[Analgesics in the treatment of equine colic]. [Swedish] … ""[Analgesics in the treatment of \nequine colic]. [Swedish]""@eng … ""[Analgesics in the treatment of equine colic]. [Swedish]""@eng …'"
824,"'[CITATION][C] On the clinical significance of peritoneal centesis in equine colic', 'On the clinical significance of peritoneal centesis in equine colic … On the clinical \nsignificance of peritoneal centesis in equine colic [1990] … ""On the clinical significance of\xa0…'"
825,"'[CITATION][C] Follow-up coagulation studies in equine colic', 'Follow-up coagulation studies in equine colic … ""Follow-up coagulation studies in equine \ncolic""@eng … ""Follow-up coagulation studies in equine colic""@eng …'"
826,"'[CITATION][C] Serum enzyme pattern in equine colic cases and progress check in non surgical patients', 'Serum enzyme pattern in equine colic cases and progress check in non surgical patients … \nSerum enzyme pattern in equine colic cases and progress check in non surgical patients [1989]\xa0…'"
827,"'[CITATION][C] Preface. New perspectives in equine colic', '… New perspectives in equine colic … New perspectives in equine colic …'"
828,"'[HTML][HTML] Enterolithiasis in horses: analysis of 15 cases treated surgically in Saudi Arabia', '… The equine colic, which is caused by the presence of enteroliths that are most often found \nin the small or large colon, is typical for certain geographical regions (dry and hot climate). A …'"
829,"'[CITATION][C] EQUINE COLIC', 'EQUINE COLIC … Equine Colic with I’articular Reference to the Ileocaecal Valv~”. I n order \nto promote discussion and enable Mi.. Hutchins to deal more fully with selected subjects I\xa0…'"
830,"'[CITATION][C] An Overview of Equine Colic: I, Etiology and epidemiology', ''"
831,"'[CITATION][C] An Overview of Equine Colic: 2. Patho-Physiology and Symptomology', ''"
832,"'[CITATION][C] Alternative to Intravenous Infusion in Equine Colic Treatment-An Experiment', ''"
833,"'[CITATION][C] Equine Colic Treatment-A New Approach', ''"
834,"'[CITATION][C] New Perspectives in Equine Colic Preface', ''"
835,"'[CITATION][C] The treatment of equine colic', 'The treatment of equine colic The treatment of equine colic …'"
836,"'Gastrointestinal Parasitology and Anthelmintics', 'Equine species are hosts to numerous gastrointestinal parasites. The most importantly \nrecognized when considering colic are Anoplocephala perfoliata, cyathostomes/cyathostomins, …'"
837,"'[CITATION][C] The three most common types of equine colic surgery: data collection from Peninsula Equine', ''"
838,"'[CITATION][C] Equine Colic Anesthesia: A Clinical Case Involving the New Equine Analgesic and Sedative Agent Detomidine', ''"
839,"'The effect of low dose heparin therapy on complication and survival rates in horses following exploratory celiotomy', 'A randomised, blind prospective study was performed to evaluate effects of low dose heparin \ntherapy on complication and survival rates in 33 horses following exploratory celiotomy. …'"
840,"'[CITATION][C] EQUINE COLIC AND AMPUTATION OF BOVINE DIGIT', ''"
841,"'Can isoprostanes be used to predict survival in horses with colic?', '… We believe that oxidative stress is an integral part of the equine colic syndrome \nindependent of its originating pathologic condition potentially reflecting severity and duration of …'"
842,"'[CITATION][C] Current Equine Papers is continuing index of equine papers published in most of the popular scientific journals in the world. The purpose of this index is to\xa0…', ''"
843,"'Reducing error and improving patient safety', 'In addition there have been a number of editorials regarding patient safety in veterinary \npractice and a group discussion on the use of critical incidence reporting systems in equine …'"
844,"'Physical and laboratory evaluation of equine colic syndrome in vaquejada parks/Avaliacao fisica e laboratorial da sindrome colica de equinos em parque de\xa0…', 'This study was conducted to investigate the etiology of colic syndrome in horses participating \nin vaquejada events in the state of Rio Grande do Norte (Brazil), as well as to assess the …'"
845,"'Peritoneal fluid analysis in equine post‐partum emergencies admitted to a referral hospital: A retrospective study of 110 cases', '… Latson, KM, Nieto, JE, Beldomenico, PM and Snyder, JR Evaluation of peritoneal fluid \nlactate as a marker of intestinal ischaemia in equine colic. Equine Vet. J. …'"
846,"'Post operative neutrophilic inflammation in equine small intestine after manipulation and ischaemia', '… For instance, when jejunum was compressed to empty bowel contents into the caecum (as \nin many surgical equine colic cases), mechanical dysfunction and inflammatory infiltration …'"
847,"'Ultrasound of the equine acute abdomen', '… Ultrasonographic evidence of gastric distention in equine colic patients is most often \nsecondary to primary small intestinal lesions and occasionally large intestine disorders (Fig. 3). …'"
848,"'Morphological changes in the small intestinal smooth muscle layers of horses suffering from small intestinal strangulation. Is there a basis for predisposition for\xa0…', '… However, morphological changes of the small intestinal smooth muscle in relation to \nequine colic have not yet been studied. …'"
849,"'[PDF][PDF] Nonstrangulating small colon obstruction caused by a submucosal haematoma', 'Compared with other intestinal causes of equine colic, disorders of the small colon are \nrelatively uncommon (White 1990; Edwards 1992). One review of specific intestinal disorders …'"
850,"'Systematic review of evidence for plasma and peritoneal lactate as a diagnostic test for surgical colic', '… ) using search terms relating to equine colic. Publications were assessed against inclusion \n… Results: The primary search identified 5508 publications relating to equine colic; 976 related …'"
851,"'Acute-Phase Proteins of Healthy Horses and Horses Naturally Affected by Colic Syndrome', 'The purpose of this study was to evaluate and compare the serum proteinogram, identifying \nand quantifying the acute-phase proteins (APPs) of healthy horses and those naturally …'"
852,"'[CITATION][C] THE RATIONAL TEEATMENT OP EQUINE COLIC', '… How dangerous we do not, know because in all the work that has been done on equine \ncolic there has been an insufficient series of experiments to prove to what extent, if at all, …'"
853,"'Indirect measurement of blood pressure as a guide to the efficacy of fluid therapy in equine shock: A case report', '… in the horse is a comparatively recent innovation, s 6 79 The present case report documents \nthe clinical usefulness of indirectly measured blood pressure when monitoring equine colic …'"
854,"'[CITATION][C] Equine colic: making the decision for referral and what happens at the referral facility', ''"
855,"'[CITATION][C] Equine colic: causes, diagnosis and treatment', 'Equine colic: causes, diagnosis and treatment … Equine colic: causes, diagnosis and \ntreatment [1983] … ""Equine colic: causes, diagnosis and treatment""@fre …'"
856,"'Investigations of Chronic and Recurrent Colic', '… Interstitial cells of Cajal (ICC) in equine colic: An immunohistochemical study of horses with \nobstructive disorders of the small and large intestines. Equine Vet J, 36, 474–479. Granot, N., …'"
857,"'[BOOK][B] Evaluation of in vitro and in vivo equine microbial population shifts in response to colic conditions', '… Starch overload is commonly considered to be a risk factor for equine colic. Once a colic \nepisode has occurred, a common industry practice is to withhold feed and water. The purpose of …'"
858,"'[HTML][HTML] Surgical treatment of persistent colic in a horse caused by an anomalous vascularized fibrous band', '… While relatively uncommon (1.1% to 4.6% of all cases of colic), abdominal bands have been \nreported in a few cases of equine colic (7–11). Usually involving the small intestine, these …'"
859,"'Therapeutic Management of Impacted Colic-A Clinical Study of Five Horses.', 'Five horses with colic were reported with anorexia, intermittent pawing, rolling on ground, \ndull/depressed condition and were kept on low quality grass and feedstuff. Clinical …'"
860,"'[PDF][PDF] Feeding management of horses recovering from colic', 'The energy needs of horses in the early phase of recovery from colic also may be lower because \nof feed withdrawal, wherein energy losses associated with digestion may be decreased …'"
861,"'Caecal impactions managed surgically by typhlotomy in 10 cases (1988–1998)', 'Surgical management of caecal impactions has included several different procedures \nsuggested over the years. Complete bypass of the caecum through an ileocolic or jejunocolic …'"
862,"'Pathological changes caused by Anoplocephala perfoliata in the mucosa/submucosa and in the enteric nervous system of equine ileocecal junction', '… However, since the 1980s the increasing number of case reports describing a close \nassociation between specific causes of equine colic, such as ileal impaction, ileocecal and …'"
863,"'Recent advances in equine abdominal surgery', 'Laparoscopy is a minimally invasive procedure that has applications as a diagnostic, \ntherapeutic and prognostic technique. Specialized equipment is necessary to perform equine …'"
864,"'Evaluation of endotoxin activity in blood measured via neutrophil chemiluminescence in healthy horses and horses with colic', 'Objective —To evaluate the performance of a chemiluminescent endotoxin activity assay in \nhorses with colic and healthy horses. Animals —20 horses with colic and systemic …'"
865,"'Reperfusion injury in the equine intestine', 'At the cellular level, reperfusion of ischemic tissue results in rapid generation of oxygen-derived \nfree radicals, which overwhelm endogenous protective antioxidants and induce cell …'"
866,"'PROTEIN C ACTS AS AN ACUTE PHASE REACTANT IN EQUINE LAMINITIS', 'Equine Colic Syndrome is a disease of horses whose complications include laminatis.This … \nof elements of intravascular thrombosis and fibrinolysis in the equine colic syndrome. …'"
867,"'Pre-and intraoperative parameters related to hypotension and hypoxaemia during anaesthesia in colic horses: a retrospective study', '… The findings of the present study highlight the importance of pre-anaesthetic stabilisation \nof the equine colic patients. …'"
868,"'Clinical laboratory data', '… 25 Similar mechanisms are likely involved in equine colic patients, but have not been \ninvestigated. Measurement of plasma epinephrine and serum cortisol in 35 colic patients revealed …'"
869,"'Outcome and complications following transrectal and transabdominal large intestinal trocarization in equids with colic: 228 cases (2004-2015)', 'OBJECTIVE To describe outcome and complications after large intestinal trocarization in \nequids with colic and identify factors associated with nonsurvival and clinically relevant …'"
870,"'[HTML][HTML] Equine gastric ulcer syndrome in adult horses', 'Many domesticated horses have gastric ulcers which can be diagnosed and graded during \ngastroscopy. A distinction should be made between equine squamous gastric disease (ESGD…'"
871,"'[HTML][HTML] Experimental model of tympanic colic (acute abdomen) in chinchillas (Chinchilla lanigera)', '… can contribute towards our understanding of the effects of similar digestive disorders in the \nENS of other mammals, such as chronic constipation and bloat in ruminants or equine colic. …'"
872,"'[CITATION][C] Factors predisposing to colic', ''"
873,"'[CITATION][C] Treatment of equine colic with neostigmine methylsulfate.', 'Treatment of equine colic with neostigmine methylsulfate. - Abstract - Europe PMC … \nTreatment of equine colic with neostigmine methylsulfate. …'"
874,"'Analgesic and sedative effects of detomidine in experimentally designed colic model in donkeys', 'The experiment was designed to evaluate the sedative and analgesic effects of detomidine \nin experimentally designed colic model in donkeys. In addition, its effects on cortisol, sodium, …'"
875,"'The effect of core abdominal muscle rehabilitation exercises on return to training and performance in horses after colic surgery', 'We conducted a retrospective cohort study to test the hypothesis that performing 4 weeks of \ncore abdominal rehabilitation exercises (CARE) postoperatively would be safe and …'"
876,"'Intra-abdominal pressure screening of horses with colic', '… In horses, abdominal discomfort is a common cause for referral, and despite the significant \nnumber of cases of equine colic worldwide, there are few published reports of compartment …'"
877,"'Preparation of the Patient for Abdominal Surgery', '… Equine colic surgery most often is performed in an emergency setting and in a compromised \npatient. A longer duration of anesthesia will have negative effects on the clinical outcome; …'"
878,"'[CITATION][C] Ultrastructural changes of the equine colonic mucosa and inflammatory response after ischemia and reperfusion', ''"
879,"'Post-operative management of equine abdominal patients', '… The increased survival rate of equine colic patients within recent years can be attributed \nsurely to a better understanding of the physiological changes of these patients as well as to the …'"
880,"'[CITATION][C] Presentations from the 6. Equine Colic Research Symposium', ''"
881,"'[CITATION][C] EQUINE COLIC-DIAGNOSING AND TREATING ABDOMINAL DISORDERS IN HORSES', ''"
882,"'[CITATION][C] Equine colic caused by tape worms-5 clinical case reports', ''"
883,"'[CITATION][C] Some pointers on diagnosis and treatment of equine colic.', 'Some pointers on diagnosis and treatment of equine colic. - Abstract - Europe PMC … \nClinical assessment of pentazocine in treatment of equine colic. … [Statistics on equine colic] …'"
884,"'[CITATION][C] EQUINE COLIC', ''"
885,"'[CITATION][C] Fourth Equine Colic Research Symposium: September 23-25, 1991, Center for Continuing Education, the University of Georgia', ''"
886,"'[CITATION][C] Prospective study of equine colic risk foctors', 'CiNii 論文 - Prospective study of equine colic risk foctors … Prospective study of equine \ncolic risk foctors …'"
887,"'[CITATION][C] Postoperative complications of equine colic surgeries and case report', ''"
888,"'[CITATION][C] SURGICAL INTERVENTION IN EQUINE COLIC', ''"
