Title,TruncAbstr,AugmTitle,Info
A randomized control trial of integrated care for families managing infant colic,"… working with families whose infants are experiencing infant colic. Before initiating contact 
with the … Our dual approach to infant colic provides parents with an environment in which their …","('A randomized control trial of integrated care for families managing infant colic', '… working with families whose infants are experiencing infant colic. Before initiating contact \nwith the … Our dual approach to infant colic provides parents with an environment in which their …')","AL Salisbury, P High, JE Twomey… - Infant Mental Health …, 2012 - Wiley Online Library"
Present concepts of infant colic,"… The relationship, if any, betweerı milk proteins and infant colic is not yet clear. It may be that 
a small group of infants experience symptoms apparently consistent with infantile colic in the …","('Present concepts of infant colic', '… The relationship, if any, betweerı milk proteins and infant colic is not yet clear. It may be that \na small group of infants experience symptoms apparently consistent with infantile colic in the …')","LM Adams, M Davidson - Pediatric Annals, 1987 - journals.healio.com"
Fathers make a difference: positive relationships with mother and baby in relation to infant colic,"… newborn characteristics overall and by infant colic The overall rate of infant colic in this study 
was 11.6%. Women with public insurance were more likely to report infant colic (Table 1), …","('Fathers make a difference: positive relationships with mother and baby in relation to infant colic', '… newborn characteristics overall and by infant colic The overall rate of infant colic in this study \nwas 11.6%. Women with public insurance were more likely to report infant colic (Table 1), …')","CP Alexander, J Zhu, IM Paul… - Child: care, health and …, 2017 - Wiley Online Library"
Long-term effects of infant colic: a survey comparison of chiropractic treatment and nontreatment groups,"… Poor sleep is not only a hallmark of infant colic but also of … Our study further suggests that 
toddlers treated for infant colic by … Infants with infant colic expose the entire family to stress and …","('Long-term effects of infant colic: a survey comparison of chiropractic treatment and nontreatment groups', '… Poor sleep is not only a hallmark of infant colic but also of … Our study further suggests that \ntoddlers treated for infant colic by … Infants with infant colic expose the entire family to stress and …')","JE Miller, HL Phillips - Journal of manipulative and physiological …, 2009 - Elsevier"
“Something is wrong with your milk”: Qualitative study of maternal dietary restriction and beliefs about infant colic,"… We believe that the maternal diet–infant colic paradigm is reductive, as it ignores 
breastfeeding as a complex interplay of physiologic, evolutionary, economic, familial, and social …","('“Something is wrong with your milk”: Qualitative study of maternal dietary restriction and beliefs about infant colic', '… We believe that the maternal diet–infant colic paradigm is reductive, as it ignores \nbreastfeeding as a complex interplay of physiologic, evolutionary, economic, familial, and social …')","M Kidd, M Hnatiuk, J Barber, MJ Woolgar… - Canadian Family …, 2019 - cfp.ca"
Parent characteristics and conceptualizations associated with the emergence of infant colic,"… Parental reports of infant colic could be similarly affected. For example, a parent with a low 
… James Roberts suggests, excessive crying or infant colic might best be regarded as social …","('Parent characteristics and conceptualizations associated with the emergence of infant colic', '… Parental reports of infant colic could be similarly affected. For example, a parent with a low \n… James Roberts suggests, excessive crying or infant colic might best be regarded as social …')","CA Stifter, M Bono, T Spinrad - Journal of reproductive and infant …, 2003 - Taylor & Francis"
"The association between parental migraine and infant colic: A cross‐sectional, web‐based, US survey study","… and infant colic,2 suggesting infant colic might … infant colic, in this study we aimed to determine 
whether the previously observed association between maternal migraine and infant colic …","('The association between parental migraine and infant colic: A cross‐sectional, web‐based, US survey study', '… and infant colic,2 suggesting infant colic might … infant colic, in this study we aimed to determine \nwhether the previously observed association between maternal migraine and infant colic …')","AA Gelfand, DC Buse, MD Cabana… - … : The Journal of …, 2019 - Wiley Online Library"
"Infant colic, distress, and crying","… the problems of the crying infant, but is not the primary cause of infant colic. We believe 
that infant colic is best conceptualized as the end result of a complex set of interactions between …","('Infant colic, distress, and crying', '… the problems of the crying infant, but is not the primary cause of infant colic. We believe \nthat infant colic is best conceptualized as the end result of a complex set of interactions between …')","P Hewson, F Oberklaid, S Menahem - Clinical pediatrics, 1987 - journals.sagepub.com"
Managing infant colic: a literature review,"This article reviews the literature underpinning interventions to manage colic with a particular 
focus on dietary modifications, pharmacology interventions, alternative therapies and …","('Managing infant colic: a literature review', 'This article reviews the literature underpinning interventions to manage colic with a particular \nfocus on dietary modifications, pharmacology interventions, alternative therapies and …')","J Cowie - Primary Health Care, 2013 - journals.rcni.com"
[HTML][HTML] Reduction of crying episodes owing to infantile colic: a randomized controlled study on the efficacy of a new infant formula,"Objectives: The aim of this study was to evaluate the efficacy on crying episodes owing to 
infantile colic of a new infant formula containing partially hydrolysed whey proteins, prebiotic …","('[HTML][HTML] Reduction of crying episodes owing to infantile colic: a randomized controlled study on the efficacy of a new infant formula', 'Objectives: The aim of this study was to evaluate the efficacy on crying episodes owing to \ninfantile colic of a new infant formula containing partially hydrolysed whey proteins, prebiotic …')","F Savino, E Palumeri, E Castagno, F Cresi… - European Journal of …, 2006 - nature.com"
What is distinct about infants'“colic” cries?,"… A better understanding of this phenomenon, often referred to as “infant colic”, is of importance 
… Because of their importance in understanding the nature and causes of infant colic, these …","(""What is distinct about infants'“colic” cries?"", '… A better understanding of this phenomenon, often referred to as “infant colic”, is of importance \n… Because of their importance in understanding the nature and causes of infant colic, these …')","I St James-Roberts - Archives of Disease in Childhood, 1999 - adc.bmj.com"
Infant Colic and Osteopathy,"Infant colic, also known as three-month colic, is an unexplained phenomenon. It is expressed 
by excessive crying or crying and irritability of the infant and occurs without an obvious …","('Infant Colic and Osteopathy', 'Infant colic, also known as three-month colic, is an unexplained phenomenon. It is expressed \nby excessive crying or crying and irritability of the infant and occurs without an obvious …')",T Liem - osteopathie-liem.de
"[CITATION][C] Infant colic: What it is and what you can do about it: By C. Farran. 124 pp., $10.95. Charles Scribner's Sons Publishers, New York, New York, 1983",,"(""[CITATION][C] Infant colic: What it is and what you can do about it: By C. Farran. 124 pp., $10.95. Charles Scribner's Sons Publishers, New York, New York, 1983"", '')",M Davidson - 1983 - WB Saunders
[PDF][PDF] lmprovement of symptoms in infant colic following,"… Transient lactose intolerance has been identified as a possible causative factor in infant 
colic. A … These findings suggest that infant colic may have a multiple aetiology, and that in a …","('[PDF][PDF] lmprovement of symptoms in infant colic following', '… Transient lactose intolerance has been identified as a possible causative factor in infant \ncolic. A … These findings suggest that infant colic may have a multiple aetiology, and that in a …')","D Kanabar, M Randhawa - 2001 - lacteeze.com.au"
Infantile colic: seasonal incidence and crying profiles,"Objectives: To determine the occurrence of infantile colic and its seasonal variation in an 
unselected population and to evaluate the amounts of crying in colicky infants and noncolicky …","('Infantile colic: seasonal incidence and crying profiles', 'Objectives: To determine the occurrence of infantile colic and its seasonal variation in an \nunselected population and to evaluate the amounts of crying in colicky infants and noncolicky …')","L Lehtonen, H Korvenranta - Archives of pediatrics & adolescent …, 1995 - jamanetwork.com"
[HTML][HTML] Infant colic treatment. Infant colic-treat or wait? From the side of the child,"… In young children, the diagnosis of functional abdominal pain is not made, and a condition 
with similar symptoms is called infant colic (from the Greek colicos, which means colon pain). …","('[HTML][HTML] Infant colic treatment. Infant colic-treat or wait? From the side of the child', '… In young children, the diagnosis of functional abdominal pain is not made, and a condition \nwith similar symptoms is called infant colic (from the Greek colicos, which means colon pain). …')","IN Zakharova, GV Yatsyk, TE Borovik, VA Skvortsova… - dorozhanka.ru"
Current thoughts on healthy term infant nutrition: the first twelve months,"… Furthermore, researchers report that the association between infant colic and fruit juice was 
greater when apple juice, a juice with a high fructose-to-glucose ratio (2.6:1), was ingested …","('Current thoughts on healthy term infant nutrition: the first twelve months', '… Furthermore, researchers report that the association between infant colic and fruit juice was \ngreater when apple juice, a juice with a high fructose-to-glucose ratio (2.6:1), was ingested …')","KH Morin - MCN: The American Journal of Maternal/Child Nursing, 2004 - journals.lww.com"
"Colic and fussing in infancy, and sensory processing at 3 to 8 years of age","… A small number of researchers claim that there are no lasting effects of infant colic on the 
child and family (Sloman, Bellinger, & Krentzel, 1990; Stifter & Braungart, 1992). Other …","('Colic and fussing in infancy, and sensory processing at 3 to 8 years of age', '… A small number of researchers claim that there are no lasting effects of infant colic on the \nchild and family (Sloman, Bellinger, & Krentzel, 1990; Stifter & Braungart, 1992). Other …')","A DeSantis, W Coster, R Bigsby… - Infant Mental Health …, 2004 - Wiley Online Library"
Colic in newborns and infants: a literature review,"… This text presents the clinical definition, etiology, colic associated factors and interventions 
to relief and treatment of infant colic. Articles published in medical and nursing journals …","('Colic in newborns and infants: a literature review', '… This text presents the clinical definition, etiology, colic associated factors and interventions \nto relief and treatment of infant colic. Articles published in medical and nursing journals …')","FS Kosminsky, AF Kimura - Revista Gaucha de Enfermagem, 2004 - europepmc.org"
Synbiotic in the management of infantile colic: a randomised controlled trial,"… Infant colic is a frequent problem affecting up to 10–30% of infants in first 3 months of life. 
Results from previous trials have shown that manipulation of gut microbiota can lead to …","('Synbiotic in the management of infantile colic: a randomised controlled trial', '… Infant colic is a frequent problem affecting up to 10–30% of infants in first 3 months of life. \nResults from previous trials have shown that manipulation of gut microbiota can lead to …')","H Kianifar, H Ahanchian, Z Grover… - … of paediatrics and …, 2014 - Wiley Online Library"
[HTML][HTML] Looking for new treatments of Infantile Colic,"… Concerning infant colic, Olafsdottir didn’t observe difference between colicky and healthy 
infants [13] while Rhoads reported an increased value in colicky ones [14]. Further studies are …","('[HTML][HTML] Looking for new treatments of Infantile Colic', '… Concerning infant colic, Olafsdottir didn’t observe difference between colicky and healthy \ninfants [13] while Rhoads reported an increased value in colicky ones [14]. Further studies are …')","F Savino, S Ceratto, A De Marco… - Italian journal of …, 2014 - ijponline.biomedcentral.com"
Treating infants' colic.,"… Improvement of symptoms in infant colic following reduction of … Simethicone in the management 
of infant colic. Practitioner … Simethicone in the treatment of infant colic: a randomized, …","(""Treating infants' colic."", '… Improvement of symptoms in infant colic following reduction of … Simethicone in the management \nof infant colic. Practitioner … Simethicone in the treatment of infant colic: a randomized, …')","AL Rogovik, RD Goldman - Canadian family physician, 2005 - cfp.ca"
"The photo-biochemical basis of infant colic: pineal intracellular calcium concentrations controlled by light, melatonin, and serotonin","… Infant colic may be thought of as a circadian behavioral syndrome occurring during the 
evening hours which begins after about 1 week of age and ends at about 3 months of age. There …","('The photo-biochemical basis of infant colic: pineal intracellular calcium concentrations controlled by light, melatonin, and serotonin', '… Infant colic may be thought of as a circadian behavioral syndrome occurring during the \nevening hours which begins after about 1 week of age and ends at about 3 months of age. There …')","L Weissbluth, M Weissbluth - Medical hypotheses, 1993 - Elsevier"
"Efficacy of Bifidobacterium animalis subsp. lactis, BB-12® on infant colic – a randomised, double-blinded, placebo-controlled study","… the diary to confirm the presence of infant colic and determined if the infant was eligible 
with respect to inclusion and exclusion criteria. If infant colic was confirmed, the infant was …","('Efficacy of Bifidobacterium animalis subsp. lactis, BB-12® on infant colic – a randomised, double-blinded, placebo-controlled study', '… the diary to confirm the presence of infant colic and determined if the infant was eligible \nwith respect to inclusion and exclusion criteria. If infant colic was confirmed, the infant was …')","K Chen, G Zhang, H Xie, L You, H Li… - Beneficial …, 2021 - wageningenacademic.com"
Infantile colic,"… limited evidence that replacing cows' milk formula by whey hydrolysate reduces infant 
colic. … for the treatment of infant colic syndrome: a randomized trial. Pediatrics 1988;81:756-761 …","('Infantile colic', ""… limited evidence that replacing cows' milk formula by whey hydrolysate reduces infant \ncolic. … for the treatment of infant colic syndrome: a randomized trial. Pediatrics 1988;81:756-761 …"")","S Wade, T Kilgour - Bmj, 2001 - bmj.com"
Psychosocial predisposing factors for infantile colic.,"… We examined those events related to pregnancy which seemed to be connected to an 
infant's colic to obtain more information about preventive health care of mother and baby. This …","('Psychosocial predisposing factors for infantile colic.', ""… We examined those events related to pregnancy which seemed to be connected to an \ninfant's colic to obtain more information about preventive health care of mother and baby. This …"")","P Rautava, H Helenius, L Lehtonen - British Medical Journal, 1993 - bmj.com"
Infantile colic: natural history and treatment,"… Parental counceling compared with elimination of cow's milk or soy milk protein for the 
treatment of infant colic syndrome: a randomized trial. Pediatrics 1988;81:756-60. 63. …","('Infantile colic: natural history and treatment', ""… Parental counceling compared with elimination of cow's milk or soy milk protein for the \ntreatment of infant colic syndrome: a randomized trial. Pediatrics 1988;81:756-60. 63. …"")","LA Lehtonen, PT Rautava - Current problems in pediatrics, 1996 - Elsevier"
Reducing the symptoms of infant colic by introduction of a vibration/sound based intervention,"Infantile colic, a poorly understood but characteristic symptom complex, causes considerable 
distress to many infants, anguish to their parents and frustration to pediatricians. No …","('Reducing the symptoms of infant colic by introduction of a vibration/sound based intervention', 'Infantile colic, a poorly understood but characteristic symptom complex, causes considerable \ndistress to many infants, anguish to their parents and frustration to pediatricians. No …')","WE Loadman, K Arnold, R Volmer, R Petrella… - Pediatric …, 1987 - nature.com"
Effect of reflexology on infantile colic,"… The Infant Colic Scale (ICS) was used to measure the colic severity in the infants. … We 
aimed to explore the effects of reflexology on infantile colic using The Infant Colic Scale (…","('Effect of reflexology on infantile colic', '… The Infant Colic Scale (ICS) was used to measure the colic severity in the infants. … We \naimed to explore the effects of reflexology on infantile colic using The Infant Colic Scale (…')","S Icke, R Genc - The Journal of Alternative and Complementary …, 2018 - liebertpub.com"
[HTML][HTML] Effectiveness of treatments for infantile colic,"… A systematic review of treatments for infant colic. Pediatrics 2000, 106:… A trial of lactase in the 
management of infant colic. J. Hum. … Use of sucrose as a treatment for infant colic. Arch. Dis. …","('[HTML][HTML] Effectiveness of treatments for infantile colic', '… A systematic review of treatments for infant colic. Pediatrics 2000, 106:… A trial of lactase in the \nmanagement of infant colic. J. Hum. … Use of sucrose as a treatment for infant colic. Arch. Dis. …')",H Szajewska - Nowa Pediatria - czytelniamedyczna.pl
Infantile colic,"The principal aim of this report is to contribute the understanding of the physiologic mechanism 
of the “infantile colic”. For this purpose a review about the way of nociceptive stimulus …","('Infantile colic', 'The principal aim of this report is to contribute the understanding of the physiologic mechanism \nof the “infantile colic”. For this purpose a review about the way of nociceptive stimulus …')","NS Cruz - Revista Mexicana de Pediatría, 2003 - medigraphic.com"
婴儿肠绞痛 3 种疗法的临床观察,"… 摘要:目的比治疗婴儿肠绞痛(infant colic)3种方法的临床效果.方法将112例肠绞痛患儿分为3组
,分别采用行为非药物疗法,氯苯那敏,西甲硅油乳剂治疗.结果3组患儿在治疗后症状都有明显改善,…","('婴儿肠绞痛 3 种疗法的临床观察', '… 摘要:目的比治疗婴儿肠绞痛(infant colic)3种方法的临床效果.方法将112例肠绞痛患儿分为3组\n,分别采用行为非药物疗法,氯苯那敏,西甲硅油乳剂治疗.结果3组患儿在治疗后症状都有明显改善,…')","万理， 李颖， 潘冬梅， 刘丽华， 屈利方， 李冉 - 北京医学, 2008 - cqvip.com"
Revisión sistemática: tratamiento nutricional del cólico del lactante (I),"… Infant colic is a common problem. Although several treatments have been tested over the … 
The present report is a systematic review of the dietary treatment of infant colic to provide an …","('Revisión sistemática: tratamiento nutricional del cólico del lactante (I)', '… Infant colic is a common problem. Although several treatments have been tested over the … \nThe present report is a systematic review of the dietary treatment of infant colic to provide an …')","P Polo Martín, S Caballero Balanzá… - Acta pediatr …, 2008 - pesquisa.bvsalud.org"
Cólico del lactante: cuidados basados en la evidencia,"… Infant Colic (IC) is considered a frequent occurrence with several causes involved. This is 
one of … to reach a consensus in terms of the evidence for effective treatment of infant colic (AU) …","('Cólico del lactante: cuidados basados en la evidencia', '… Infant Colic (IC) is considered a frequent occurrence with several causes involved. This is \none of … to reach a consensus in terms of the evidence for effective treatment of infant colic (AU) …')","IM Fernández Medina - Metas enferm, 2013 - pesquisa.bvsalud.org"
[PDF][PDF] Survey in efficacy of probiotics in infantile colic,"Background: Infantile colic is a very common condition in apparently healthy infants with 
considerable burden on parents and health system. The characteristic of the condition is an …","('[PDF][PDF] Survey in efficacy of probiotics in infantile colic', 'Background: Infantile colic is a very common condition in apparently healthy infants with \nconsiderable burden on parents and health system. The characteristic of the condition is an …')","M Rafeey, M Mostafa Gharehbaghi… - Research in …, 2016 - pejouhesh.sbmu.ac.ir"
Itkuisen vauvan rauhoitteluun käytetyt vaihtoehtoiset menetelmät ja niiden vaikutus itkuisuuteen,"Vauvan itkuisuus koskettaa suurta osaa vanhemmista jollakin tavalla, mutta silti toimivista 
itkuisuuden rauhoittelukeinoista ei ole päästy yksimielisyyteen. Itkuisuus voidaan määritellä …","('Itkuisen vauvan rauhoitteluun käytetyt vaihtoehtoiset menetelmät ja niiden vaikutus itkuisuuteen', 'Vauvan itkuisuus koskettaa suurta osaa vanhemmista jollakin tavalla, mutta silti toimivista \nitkuisuuden rauhoittelukeinoista ei ole päästy yksimielisyyteen. Itkuisuus voidaan määritellä …')","R Lehto, E Riihimäki - 2020 - trepo.tuni.fi"
[PDF][PDF] Evaluation of the Knowledge Level and Attitude of Mothers About Infantile Colic,"… Infant colic: mechanisms and management. Nat Rev Gastroenterol Hepatol 2018;15:479–96… 
Improvement of symptoms in infant colic following reduction of lactose load with lactase. J …","('[PDF][PDF] Evaluation of the Knowledge Level and Attitude of Mothers About Infantile Colic', '… Infant colic: mechanisms and management. Nat Rev Gastroenterol Hepatol 2018;15:479–96… \nImprovement of symptoms in infant colic following reduction of lactose load with lactase. J …')","ET Ünal, A Bülbül, GK Elitok, H Avşar… - Haydarpaşa Numune …, 2021 - jag.journalagent.com"
Colic in children. Nowadays considerations upon and old problem,"This is a review paper about a common, everyday and budersome problem that concerns 
both the pediatrician and the general practitioner that treats children. The vast majority of …","('Colic in children. Nowadays considerations upon and old problem', 'This is a review paper about a common, everyday and budersome problem that concerns \nboth the pediatrician and the general practitioner that treats children. The vast majority of …')","AE Morett, BA López - Revista Médica del Hospital General de …, 2002 - medigraphic.com"
"Infantile colic: detection of educational needs for the care of newborns, through a survey of pregnant women","… Objective: To determine the degree of knowledge of pregnant women about infant colic, 
by using a survey and identify topics of this theme that should be emphasized in prenatal …","('Infantile colic: detection of educational needs for the care of newborns, through a survey of pregnant women', '… Objective: To determine the degree of knowledge of pregnant women about infant colic, \nby using a survey and identify topics of this theme that should be emphasized in prenatal …')","S Monteros-Rodríguez, RA Rivera-Becerril… - Perinatología y …, 2013 - medigraphic.com"
"[CITATION][C] Improvement of symptoms in infant colic following reduction of lactose load with lactase (vol 14, pg 359, 2001)",,"('[CITATION][C] Improvement of symptoms in infant colic following reduction of lactose load with lactase (vol 14, pg 359, 2001)', '')","D Kanabar, M Radhawa… - JOURNAL OF …, 2007 - BLACKWELL PUBLISHING 9600 …"
[CITATION][C] Efficacy of various interventions for treatment of infant colic,,"('[CITATION][C] Efficacy of various interventions for treatment of infant colic', '')",AF Shaugnessy - 2004 - AMER ACAD FAMILY PHYSICIANS …
[CITATION][C] PATIENT CHARACTERISTICS INFLUENCING INFANT COLIC AMELIORATION UNDER A PROBIOTIC TREATMENT,,"('[CITATION][C] PATIENT CHARACTERISTICS INFLUENCING INFANT COLIC AMELIORATION UNDER A PROBIOTIC TREATMENT', '')","E Navarro-Tapia, M Sticco… - ANNALS OF …, 2019 - … ALLSCHWILERSTRASSE 10, CH …"
[CITATION][C] Meclizine-pyridoxine in the treatment of infant colic.,"Meclizine-pyridoxine in the treatment of infant colic. - Abstract - Europe PMC … Meclizine-pyridoxine 
in the treatment of infant colic. …","('[CITATION][C] Meclizine-pyridoxine in the treatment of infant colic.', 'Meclizine-pyridoxine in the treatment of infant colic. - Abstract - Europe PMC … Meclizine-pyridoxine \nin the treatment of infant colic. …')","WD LIDDLE Jr - Virginia Medical Monthly, 1960 - europepmc.org"
[CITATION][C] Probiotics in infant colic,,"('[CITATION][C] Probiotics in infant colic', '')","C Mellis - JOURNAL OF PAEDIATRICS AND …, 2014 - … ST, HOBOKEN 07030-5774, NJ USA"
[CITATION][C] Role of Lactobacillus Rhamnosus 19070-2 and Lactobacillus Reuteri DSM 12246 in Infant Colic: A Multi-Center Double-Blind Placebo-Controlled …,,"('[CITATION][C] Role of Lactobacillus Rhamnosus 19070-2 and Lactobacillus Reuteri DSM 12246 in Infant Colic: A Multi-Center Double-Blind Placebo-Controlled\xa0…', '')","S Gerasimov, J Ganzel - EUROPEAN …, 2019 - … 233 SPRING ST, NEW YORK, NY …"
"[CITATION][C] … and Nutraceulticals in: Pediatrics the Therapeutic Efficacy of Bifidobacterium Animalis SUBSP. Lactis BB-12 (R) in Infant Colic: A Randomized, Double …",,"('[CITATION][C] …\xa0and Nutraceulticals in: Pediatrics the Therapeutic Efficacy of Bifidobacterium Animalis SUBSP. Lactis BB-12 (R) in Infant Colic: A Randomized, Double\xa0…', '')","R Nocerino, F De Filippis… - JOURNAL OF …, 2020 - LIPPINCOTT WILLIAMS & WILKINS …"
[CITATION][C] The association between early breastfeeding problems and the development of infant COLIC,,"('[CITATION][C] The association between early breastfeeding problems and the development of infant COLIC', '')",A Collinson - 1992 - Wayne State University
[CITATION][C] Beyond infant colic-Commentary,,"('[CITATION][C] Beyond infant colic-Commentary', '')","EH Wender - JOURNAL OF DEVELOPMENTAL …, 1996 - … & WILKINS 351 WEST CAMDEN ST …"
[CITATION][C] The management of infant colic in the primary care setting,,"('[CITATION][C] The management of infant colic in the primary care setting', '')",PM Dolata - 1995 - University of Wisconsin-Oshkosh
[CITATION][C] Infant colic: What it is and what you can do about it,,"('[CITATION][C] Infant colic: What it is and what you can do about it', '')",C Farran - 1984 - Macmillan Publishing Company
The experiences of first-time mothers with colic infants who seek help from medical professionals,"… Notwithstanding the lack of clarity on colic and the challenges this has posed for research, 
studies have found infant colic to be associated with disrupted family life, feelings of guilt, …","('The experiences of first-time mothers with colic infants who seek help from medical professionals', '… Notwithstanding the lack of clarity on colic and the challenges this has posed for research, \nstudies have found infant colic to be associated with disrupted family life, feelings of guilt, …')","L Cox, V Roos - Health SA Gesondheid, 2008 - journals.co.za"
Functional Gastrointestinal Disorders: Functional Gastrointestinal Disorders in Children.,"… These include infant regurgitation, infant colic, infant dyschezia, cyclic vomiting syndrome, … 
Probiotics, for example, can help alleviate symptoms of infant colic in exclusively breastfed …","('Functional Gastrointestinal Disorders: Functional Gastrointestinal Disorders in Children.', '… These include infant regurgitation, infant colic, infant dyschezia, cyclic vomiting syndrome, … \nProbiotics, for example, can help alleviate symptoms of infant colic in exclusively breastfed …')","A Waheed, M Malone, S Samiullah - FP essentials, 2018 - europepmc.org"
"Infants with colic may have had a faster delivery: a short, preliminary report","Methods Participants for the colic trial were recruited from April 1994 to July 1996 by home 
health nurses from the National Health Service in the suburb of Ballerup (Copenhagen, …","('Infants with colic may have had a faster delivery: a short, preliminary report', 'Methods Participants for the colic trial were recruited from April 1994 to July 1996 by home \nhealth nurses from the National Health Service in the suburb of Ballerup (Copenhagen, …')","JMM Wiberg, N Nilsson - Journal of Manipulative & Physiological …, 2000 - jmptonline.org"
Exploring hypotheses and rationale for causes of infantile colic,"… There are no formal motility studies to support abnormal gastrointestinal motility in patients 
with infant colic; the circumstantial evidence supporting this hypothesis is based on the …","('Exploring hypotheses and rationale for causes of infantile colic', '… There are no formal motility studies to support abnormal gastrointestinal motility in patients \nwith infant colic; the circumstantial evidence supporting this hypothesis is based on the …')","M Camilleri, SY Park, E Scarpato… - Neurogastroenterology …, 2017 - Wiley Online Library"
[PDF][PDF] Probiotic supplement for improvement of colic symptoms,"… of the main causative factors of infant colic.Several studies correlate alterations in gut 
microflora and digestive discomfort with infant crying syndrome and infant colic,6-11 suggesting …","('[PDF][PDF] Probiotic supplement for improvement of colic symptoms', '… of the main causative factors of infant colic.Several studies correlate alterations in gut \nmicroflora and digestive discomfort with infant crying syndrome and infant colic,6-11 suggesting …')","SP Code - Biological Research for Nursing, 2015 - seroyal.ca"
Exploring the role of FODMAPs in the diet of breastfeeding mothers in alleviating symptoms of colic in breastfed infants,"… Infant colic affects up to 30% of babies worldwide and causes inconsolable and unsettled … 
symptoms of infant colic – a strategy that could be implemented into future clinical practice. …","('Exploring the role of FODMAPs in the diet of breastfeeding mothers in alleviating symptoms of colic in breastfed infants', '… Infant colic affects up to 30% of babies worldwide and causes inconsolable and unsettled … \nsymptoms of infant colic – a strategy that could be implemented into future clinical practice. …')",M IACOVOU - bridges.monash.edu
Passage of cows' milk protein in breast milk,"… Much more recently, Jakobsson and Lindberg (1978) showed that infant colic could often be 
relieved in the breast-fed child by removing cows' milk from the mother's diet. Studies on the …","(""Passage of cows' milk protein in breast milk"", ""… Much more recently, Jakobsson and Lindberg (1978) showed that infant colic could often be \nrelieved in the breast-fed child by removing cows' milk from the mother's diet. Studies on the …"")","CA Stuart, R Twiselton, MK Nicholas… - … & Experimental Allergy, 1984 - Wiley Online Library"
A population-based study on the epidemiology of functional gastrointestinal disorders in young children,"… Functional constipation and infant colic were the most common FGIDs in infants (up to 12 
months of age), and functional constipation and rumination were the most common FGIDs in …","('A population-based study on the epidemiology of functional gastrointestinal disorders in young children', '… Functional constipation and infant colic were the most common FGIDs in infants (up to 12 \nmonths of age), and functional constipation and rumination were the most common FGIDs in …')","A Chogle, CA Velasco-Benitez, IJ Koppen… - The Journal of …, 2016 - Elsevier"
[HTML][HTML] Interdisciplinary management of infantile colic,"Infantile colic is one of the main reasons for consultation in pediatric gastroenterology and 
pediatric nutrition services. This pathology has multiple etiologies such as family dysfunction, …","('[HTML][HTML] Interdisciplinary management of infantile colic', 'Infantile colic is one of the main reasons for consultation in pediatric gastroenterology and \npediatric nutrition services. This pathology has multiple etiologies such as family dysfunction, …')","LM Becerra-Granados… - Revista de la Facultad …, 2017 - scielo.org.co"
Altered fecal microflora and increased fecal calprotectin in infants with colic,"Objective We explored whether gut inflammation, colonic fermentation, and/or an altered 
colonic flora could provide a pathophysiological mechanism for colic. Study design The study …","('Altered fecal microflora and increased fecal calprotectin in infants with colic', 'Objective We explored whether gut inflammation, colonic fermentation, and/or an altered \ncolonic flora could provide a pathophysiological mechanism for colic. Study design The study …')","JM Rhoads, NY Fatheree, J Norori, Y Liu… - The Journal of …, 2009 - Elsevier"
Evaluation of the Infantile Colic Causes in Persian Medicine,"Background: Infantile colic is a common condition among neonates; however, its etiology is 
not fully identified. Thisstudy aimed to evaluate this complication and search for treatments …","('Evaluation of the Infantile Colic Causes in Persian Medicine', 'Background: Infantile colic is a common condition among neonates; however, its etiology is \nnot fully identified. Thisstudy aimed to evaluate this complication and search for treatments …')","MH Asadi, S Changizi-Ashtiyani… - Iranian Journal of …, 2021 - eprints.mums.ac.ir"
Infant massage compared with crib vibrator in the treatment of colicky infants,"Objective. To evaluate the effectiveness of infant massage compared with that of a crib 
vibrator in the treatment of infantile colic. Methods. Infants< 7 weeks of age and perceived as …","('Infant massage compared with crib vibrator in the treatment of colicky infants', 'Objective. To evaluate the effectiveness of infant massage compared with that of a crib \nvibrator in the treatment of infantile colic. Methods. Infants< 7 weeks of age and perceived as …')","V Huhtala, L Lehtonen, R Heinonen… - Pediatrics, 2000 - publications.aap.org"
Relationship between type of nutrition and infantile colic,"Background Infantile colic is one of the most common causes of mothers’ referral to physicians 
and pediatricians for treatment of their infants. This disorder is characterized as unnatural …","('Relationship between type of nutrition and infantile colic', 'Background Infantile colic is one of the most common causes of mothers’ referral to physicians \nand pediatricians for treatment of their infants. This disorder is characterized as unnatural …')","D Kheirkhah, MR Sharif, MH Rezaei… - International Journal of …, 2016 - indianjournals.com"
"Retraction: Infantile colic, facts and fiction","… Levitzky S, Cooper R: Infant colic syndrome—maternal fantasies of aggression and … Metcalf 
TJ, Irons TG, Sher LD, Young PC: Simethicone in the treatment of infant colic: a randomized, …","('Retraction: Infantile colic, facts and fiction', '… Levitzky S, Cooper R: Infant colic syndrome—maternal fantasies of aggression and … Metcalf \nTJ, Irons TG, Sher LD, Young PC: Simethicone in the treatment of infant colic: a randomized, …')",EM Abdelmoneim - khartoumspace.uofk.edu
