Title,TruncAbstr,AugmTitle,Info
[CITATION][C] Clinical evaluation of prognostic factors in equine colic,,"('[CITATION][C] Clinical evaluation of prognostic factors in equine colic', '')","S Senturk - Indian veterinary journal, 2003 - Indian Veterinary Association"
[PDF][PDF] Anesthetic management of a pregnant broodmare with gastrointestinal colic,"Gastrointestinal colic in mares during early pregnancy may require general anesthesia for 
surgical correction. There is a scarcity of literature identifying anesthetic risk factors associated …","('[PDF][PDF] Anesthetic management of a pregnant broodmare with gastrointestinal colic', 'Gastrointestinal colic in mares during early pregnancy may require general anesthesia for \nsurgical correction. There is a scarcity of literature identifying anesthetic risk factors associated …')","L Miller, M Gozalo-Marcilla… - Vlaams …, 2021 - pdfs.semanticscholar.org"
"[HTML][HTML] Therapeutic trial on clinical cases of impactive and spasmodic colic in donkeys in Gondar, northwest Ethiopia","The therapeutic trial was conducted from December 2018 to May 2019 to compare the therapeutic 
efficacy of different drug regimens in the treatment of impactive and spasmodic colic in …","('[HTML][HTML] Therapeutic trial on clinical cases of impactive and spasmodic colic in donkeys in Gondar, northwest Ethiopia', 'The therapeutic trial was conducted from December 2018 to May 2019 to compare the therapeutic \nefficacy of different drug regimens in the treatment of impactive and spasmodic colic in …')","FK Gashe, K Amenu, B Ayele - Iraqi Journal of Veterinary …, 2021 - vetmedmosul.com"
[CITATION][C] Confronting equine colic through new approaches.,"Confronting equine colic through new approaches. - Abstract - Europe PMC … Confronting 
equine colic through new approaches. …","('[CITATION][C] Confronting equine colic through new approaches.', 'Confronting equine colic through new approaches. - Abstract - Europe PMC … Confronting \nequine colic through new approaches. …')","CA Smith - Journal of the American Veterinary Medical Association, 1990 - europepmc.org"
Idiopathic fibrosis of the tunica muscularis of the large intestine in five horses with colic,"… Animals were affected by a variety of conditions identified commonly in equine colic, 
including small intestinal strangulation, large colon displacement and caecal impaction. Post-…","('Idiopathic fibrosis of the tunica muscularis of the large intestine in five horses with colic', '… Animals were affected by a variety of conditions identified commonly in equine colic, \nincluding small intestinal strangulation, large colon displacement and caecal impaction. Post-…')","TS Mair, CE Sherlock, D Fews, R Harley… - Journal of Comparative …, 2016 - Elsevier"
[CITATION][C] Equine Colic Research: Proceedings of the Second Symposium at the University of Georgia,,"('[CITATION][C] Equine Colic Research: Proceedings of the Second Symposium at the University of Georgia', '')","JN Moore, NA White, JL Becht - 1986 - Veterinary Learning Systems"
[CITATION][C] Equine colic,,"('[CITATION][C] Equine colic', '')","S Ralston - Veterinarian, 1995"
[CITATION][C] New perspectives in equine colic,"New perspectives in equine colic … New perspectives in equine colic [2009] … ""New 
perspectives in equine colic""@eng …","('[CITATION][C] New perspectives in equine colic', 'New perspectives in equine colic … New perspectives in equine colic [2009] … ""New \nperspectives in equine colic""@eng …')",FM Andrews - 2009 - agris.fao.org
"Colorectal distention in the horse: visceral sensitivity, rectal compliance and effect of iv xylazine or intrarectal lidocaine","… This study was funded by the Island Whirl Equine Colic Research Laboratory. The authors 
… Results of this study were presented in part at the 7th International Equine Colic Research …","('Colorectal distention in the horse: visceral sensitivity, rectal compliance and effect of iv xylazine or intrarectal lidocaine', '… This study was funded by the Island Whirl Equine Colic Research Laboratory. The authors \n… Results of this study were presented in part at the 7th International Equine Colic Research …')","LC Sanchez, AM Merritt - Equine veterinary journal, 2005 - Wiley Online Library"
[CITATION][C] The current status of equine colic research,"… New information in equine colic has come for the most part from retrospective studies of 
particular … and have incriminated strongylosis as the primary etiology of most all equine COliC. …","('[CITATION][C] The current status of equine colic research', '… New information in equine colic has come for the most part from retrospective studies of \nparticular … and have incriminated strongylosis as the primary etiology of most all equine COliC. …')","NA White, JN Moore, TD Byars - Journal of Equine Veterinary Science, 1981 - Elsevier"
The pattern of venous drainage of the equine ileocaecal junction,"… Verminous arteritis of the ileocaecocolic artery is a common couse of equine colic? This 
condition impairs the blood supply to different areas of the equine intestine and may affect the …","('The pattern of venous drainage of the equine ileocaecal junction', '… Verminous arteritis of the ileocaecocolic artery is a common couse of equine colic? This \ncondition impairs the blood supply to different areas of the equine intestine and may affect the …')","SH Kotze - Journal of the South African Veterinary Association, 1988 - journals.co.za"
Physical examination,"… The physical examination for the equine colic patient should focus on intestinal borborygmi, 
… severity score for predicting the outcome of equine colic. Veterinary Surgery, 24, 97–101. …","('Physical examination', '… The physical examination for the equine colic patient should focus on intestinal borborygmi, \n… severity score for predicting the outcome of equine colic. Veterinary Surgery, 24, 97–101. …')","LL Southwood - Practical Guide to Equine Colic, 2012 - books.google.com"
[CITATION][C] EQUINE COLIC RESEARCH: THE START OF AN INTERNATIONAL SEARCH,,"('[CITATION][C] EQUINE COLIC RESEARCH: THE START OF AN INTERNATIONAL SEARCH', '')",V Leesburg
[CITATION][C] MILNE LECTURE: EQUINE COLIC,,"('[CITATION][C] MILNE LECTURE: EQUINE COLIC', '')","J Vet - Proceedings. 42nd Ann Conv Am Assoc Equine Pract, 1996"
RAPID COMMUNICATION: TLR4 expressed but with reduced functionality on equine B lymphocytes,"… Horses, like humans, are sensitive to LPS and develop severe endotoxemia, a primary 
cause of death in cases of equine colic. In this study, we sought to determine whether the …","('RAPID COMMUNICATION: TLR4 expressed but with reduced functionality on equine B lymphocytes', '… Horses, like humans, are sensitive to LPS and develop severe endotoxemia, a primary \ncause of death in cases of equine colic. In this study, we sought to determine whether the …')","AN Hay, A Potter, L Kasmark, J Zhu… - Journal of Animal …, 2019 - academic.oup.com"
Diagnosis of colic,"… Equine colic is the most common type of emergency seen by first-opinion veterinary … 
The Nottingham Equine Colic Project has been collaborating with veterinary professionals to …","('Diagnosis of colic', '… Equine colic is the most common type of emergency seen by first-opinion veterinary … \nThe Nottingham Equine Colic Project has been collaborating with veterinary professionals to …')","K Lightfoot, S Freeman, J Burford… - The Veterinary …, 2017 - search.proquest.com"
Standing flank laparotomy for colic: 37 cases,"… In all cases, the horse owners were informed that ventral midline laparotomy is the standard 
of care for equine colic. Standing flank laparotomy was offered when laparotomy was …","('Standing flank laparotomy for colic: 37 cases', '… In all cases, the horse owners were informed that ventral midline laparotomy is the standard \nof care for equine colic. Standing flank laparotomy was offered when laparotomy was …')","MAF Lopes, J Hardy, K Farnsworth… - Equine Veterinary …, 2021 - Wiley Online Library"
"Equine nutrition in the post‐operative colic: Survey of Diplomates of the American Colleges of Veterinary Internal Medicine and Veterinary Surgeons, and European …","… (2019) identified an association with feeding and recovery time in equine colic cases after 
laparotomy. Those that were consuming forage within 12 hours post-operatively had a shorter …","('Equine nutrition in the post‐operative colic: Survey of Diplomates of the American Colleges of Veterinary Internal Medicine and Veterinary Surgeons, and European\xa0…', '… (2019) identified an association with feeding and recovery time in equine colic cases after \nlaparotomy. Those that were consuming forage within 12 hours post-operatively had a shorter …')","AL Lawson, CE Sherlock, JL Ireland… - Equine veterinary …, 2021 - Wiley Online Library"
Right ventricular thrombus in an equine patient: a case report,"… The objective of this case report is to discuss the hypercoagulative state that occurs in 
endotoxemic equine colic patients. …","('Right ventricular thrombus in an equine patient: a case report', '… The objective of this case report is to discuss the hypercoagulative state that occurs in \nendotoxemic equine colic patients. …')",SK Alward - 2006 - ecommons.cornell.edu
Accuracy of Accusport for measurement of lactate concentrations in equine blood and plasma,"The aim of this study was to investigate correlations between lactate concentrations in equine 
whole blood and plasma measured with Accusport 1 and Yellow Springs Instruments (YSI …","('Accuracy of Accusport for measurement of lactate concentrations in equine blood and plasma', 'The aim of this study was to investigate correlations between lactate concentrations in equine \nwhole blood and plasma measured with Accusport 1 and Yellow Springs Instruments (YSI …')","DL Evans, LC Golland - Equine Veterinary Journal, 1996 - Wiley Online Library"
[CITATION][C] Whats new in colic surgery and postoperative care?,,"('[CITATION][C] Whats new in colic surgery and postoperative care?', '')",NA White - Leipziger Blaue Hefte
The effects of a novel anti‐inflammatory compound (AHI‐805) on cyclooxygenase enzymes and the recovery of ischaemia injured equine jejunum ex vivo,"… treatment of equine colic despite evidence of inhibited recovery of mucosal barrier function 
following small intestinal ischaemic injury. This study aimed to characterise an alternative …","('The effects of a novel anti‐inflammatory compound (AHI‐805) on cyclooxygenase enzymes and the recovery of ischaemia injured equine jejunum ex vivo', '… treatment of equine colic despite evidence of inhibited recovery of mucosal barrier function \nfollowing small intestinal ischaemic injury. This study aimed to characterise an alternative …')","JF Marshall, AS Bhatnagar, SG Bowman… - Equine Veterinary …, 2011 - Wiley Online Library"
"[HTML][HTML] Occurrence, treatment protocols, and outcomes of colic in horses within Nairobi County, Kenya","… Equine colic episodes will often resolve spontaneously or after medical treatment. 
However, colic emanating from impaction and/or intestinal displacements, especially with …","('[HTML][HTML] Occurrence, treatment protocols, and outcomes of colic in horses within Nairobi County, Kenya', '… Equine colic episodes will often resolve spontaneously or after medical treatment. \nHowever, colic emanating from impaction and/or intestinal displacements, especially with …')","A Gitari, J Nguhiu, V Varma, E Mogoa - Veterinary World, 2017 - ncbi.nlm.nih.gov"
"Colic in geriatric compared to mature nongeriatric horses. Part 2: treatment, diagnosis and short‐term survival","Reason for performing study: Owners and veterinarians are often concerned about mortality 
of geriatric horses following colic surgery. Objective: To compare treatment, diagnosis and …","('Colic in geriatric compared to mature nongeriatric horses. Part 2: treatment, diagnosis and short‐term survival', 'Reason for performing study: Owners and veterinarians are often concerned about mortality \nof geriatric horses following colic surgery. Objective: To compare treatment, diagnosis and …')","LL Southwood, T Gassert… - Equine veterinary …, 2010 - Wiley Online Library"
Clinico-biochemical prognostic markers in equines with surgical and non-surgical colic,"… Hospital incidence of equine colic was 31.86 percent (29/91). Age wise highest rate of colic 
was observed in adult equines of 6-10 years age (54.17 percent) with more prevalence in …","('Clinico-biochemical prognostic markers in equines with surgical and non-surgical colic', '… Hospital incidence of equine colic was 31.86 percent (29/91). Age wise highest rate of colic \nwas observed in adult equines of 6-10 years age (54.17 percent) with more prevalence in …')",IB Bassan - 2017 - sherekashmir.informaticspublishing …
[CITATION][C] Equine Colic: IV,,"('[CITATION][C] Equine Colic: IV', '')","NA WHITE II - Diagnosis: Determinig the Need for Emergency …, 2006"
"[CITATION][C] Prognosticating Equine Colic (vol 25, pg 223, 2005)",,"('[CITATION][C] Prognosticating Equine Colic (vol 25, pg 223, 2005)', '')","S Dukti, N White - VETERINARY CLINICS OF …, 2009 - … CO-ELSEVIER INC 1600 JOHN F …"
[CITATION][C] A farm based prospective study of Equine colic incidence and association risk factors,,"('[CITATION][C] A farm based prospective study of Equine colic incidence and association risk factors', '')","M Sakha - 37th proceedings of the association veterinaire Equine …, 2009"
[CITATION][C] Equine colic induces intestinal apoptosis via a mitochondria-mediated pathway in Proc. of 10th Int,,"('[CITATION][C] Equine colic induces intestinal apoptosis via a mitochondria-mediated pathway in Proc. of 10th Int', '')","G Maranon, W Manley, P Cayado - Congr. of World Equine Vet. Ass.(Moscow, 2008)"
[CITATION][C] Review of risk factors for equine colic; how much do we know,,"('[CITATION][C] Review of risk factors for equine colic; how much do we know', '')","NA White - Proccedings of American Assotiation of the Equine …, 1993"
[CITATION][C] Treatment of equine colic by intravenous injections of novocaine,"Treatment of equine colic by intravenous injections of novocaine Treatment of equine colic 
by intravenous injections of novocaine …","('[CITATION][C] Treatment of equine colic by intravenous injections of novocaine', 'Treatment of equine colic by intravenous injections of novocaine Treatment of equine colic \nby intravenous injections of novocaine …')","A Brion - The Journal of the Royal Army Veterinary Corps, 1947 - pubmed.ncbi.nlm.nih.gov"
"[CITATION][C] Pinchbeck., GL, Archer, DC and Christley, RM (2014) Could it be colic? Horse-owner decision making and practices in response to equine colic",,"('[CITATION][C] Pinchbeck., GL, Archer, DC and Christley, RM (2014) Could it be colic? Horse-owner decision making and practices in response to equine colic', '')","CE Scantlebury, E Perkins - BMC Vet. Res"
[CITATION][C] Equine diarrhea: TCM review and equine colic,,"('[CITATION][C] Equine diarrhea: TCM review and equine colic', '')","H Xie - Proc First Adv Tradit Chin Vet Med Semin, 1999"
"Water intake, faecal output and intestinal motility in horses moved from pasture to a stabled management regime with controlled exercise",… A change in management from pasture to stabling is a risk factor for equine colic. …,"('Water intake, faecal output and intestinal motility in horses moved from pasture to a stabled management regime with controlled exercise', '… A change in management from pasture to stabling is a risk factor for equine colic. …')","S Williams, J Horner, E Orton, M Green… - Equine veterinary …, 2015 - Wiley Online Library"
Prevalence and Cost of Colic Cases in Sport Horses in Turkey,"… Horse-owner decision making and practices in response to equine colic. Veterinary … 
Surgical treatment of equine colic - a retrospective study of 297 surgeries in Norway 2005–2011. …","('Prevalence and Cost of Colic Cases in Sport Horses in Turkey', '… Horse-owner decision making and practices in response to equine colic. Veterinary … \nSurgical treatment of equine colic - a retrospective study of 297 surgeries in Norway 2005–2011. …')","C Er, PA Demir, OK Mahmut - … Journal of Veterinary and Animal Research …, 2020 - ijvar.org"
Risk factors associated with gastrointestinal dysfunction in horses undergoing elective procedures under general anaesthesia,"… and Lumsden, JH (1976) Clinical evaluation of blood lactate levels in equine colic. Equine … 
Parry, BW, Anderson, GA and Gay, CC (1983) Prognosis in equine colic: a study of individual …","('Risk factors associated with gastrointestinal dysfunction in horses undergoing elective procedures under general anaesthesia', '… and Lumsden, JH (1976) Clinical evaluation of blood lactate levels in equine colic. Equine … \nParry, BW, Anderson, GA and Gay, CC (1983) Prognosis in equine colic: a study of individual …')","BB Nelson, EE Lordan, DM Hassel - Equine Veterinary Journal, 2013 - Wiley Online Library"
[PDF][PDF] Common Diseases of the Equine Alimentary Tract,"If)) OSSIBL Y NO ONE disease syn-C drome has received so many pages of description in 
our literature as have the so-called colics of the horse, and surely no one medical term has …","('[PDF][PDF] Common Diseases of the Equine Alimentary Tract', 'If)) OSSIBL Y NO ONE disease syn-C drome has received so many pages of description in \nour literature as have the so-called colics of the horse, and surely no one medical term has …')","IE Hayes - Iowa State University Veterinarian, 1953 - Citeseer"
"[HTML][HTML] Prospective study of the primary evaluation of 1016 horses with clinical signs of abdominal pain by veterinary practitioners, and the differentiation of critical …","… were assessed less frequently (89.4 and 81.4 %, respectively), which probably reflects the 
greater significance of pain and cardiovascular indices in decision making in equine colic. …","('[HTML][HTML] Prospective study of the primary evaluation of 1016 horses with clinical signs of abdominal pain by veterinary practitioners, and the differentiation of critical\xa0…', '… were assessed less frequently (89.4 and 81.4 %, respectively), which probably reflects the \ngreater significance of pain and cardiovascular indices in decision making in equine colic. …')","L Curtis, JH Burford… - Acta Veterinaria …, 2015 - actavetscand.biomedcentral.com"
[CITATION][C] Equine colic surgery,Equine colic surgery Equine colic surgery …,"('[CITATION][C] Equine colic surgery', 'Equine colic surgery Equine colic surgery …')","J Maxwell - Australian veterinary journal, 2010 - pubmed.ncbi.nlm.nih.gov"
[CITATION][C] Equine colic,Equine colic Equine colic …,"('[CITATION][C] Equine colic', 'Equine colic Equine colic …')","RR Owen, DW Jagger, R Quan-Taylor… - The Veterinary …, 1987 - pubmed.ncbi.nlm.nih.gov"
[CITATION][C] THE FIFTH EQUINE COLIC RESEARCH SYMPOSIUM,,"('[CITATION][C] THE FIFTH EQUINE COLIC RESEARCH SYMPOSIUM', '')","HF HINTZ - EQUINE PRACTICE, 1995 - … PUBL CO 7 ASHLEY AVE SOUTH …"
[CITATION][C] EQUINE COLIC,,"('[CITATION][C] EQUINE COLIC', '')","R HILSENROTH - EQUINE PRACTICE, 1993 - … PUBL CO 7 ASHLEY AVE SOUTH …"
[PDF][PDF] Activity of flunixin meglumine and metamizole in a field study on 23 horses with colic,"… Fischer, AT Jr., Diagnostic and prognostic procedures for equine colic surgery, Vet. Clin. … 
King, JN, Gerring, EL, Detection of endotoxins in cases of equine colic, Vet. Rec. 1988, 123, 269-…","('[PDF][PDF] Activity of flunixin meglumine and metamizole in a field study on 23 horses with colic', '… Fischer, AT Jr., Diagnostic and prognostic procedures for equine colic surgery, Vet. Clin. … \nKing, JN, Gerring, EL, Detection of endotoxins in cases of equine colic, Vet. Rec. 1988, 123, 269-…')","RT Cristina, AG MARCU… - LONG-BONE …, 2012 - researchgate.net"
[CITATION][C] Combination of tramadol and ketamine anaesthesia as therapy in equine colic management,,"('[CITATION][C] Combination of tramadol and ketamine anaesthesia as therapy in equine colic management', '')","CK Bhuvanakumar - CENTAUR-MADRAS-, 2006 - INDIAN ASSOCIATION OF EQUINE …"
"[CITATION][C] An overview of Equine Colic: 3, Clinical Management",,"('[CITATION][C] An overview of Equine Colic: 3, Clinical Management', '')","JP Varshney, A Raizada… - CENTAUR …, 1997 - INDIAN ASSOCIATION OF EQUINE …"
[CITATION][C] Evaluation of a haptic-enabled equine colic simulator,,"('[CITATION][C] Evaluation of a haptic-enabled equine colic simulator', '')","DI Rendle, S Baillie - Proceedings of the Association of Veterinary Teachers …, 2007"
[CITATION][C] … the squamous and glandular gastric mucosa in sport and leisure horses: 684 horses (2005‐2011)[abstract] In: Proceeding 11th International Equine Colic …,,"('[CITATION][C] …\xa0the squamous and glandular gastric mucosa in sport and leisure horses: 684 horses (2005‐2011)[abstract] In: Proceeding 11th International Equine Colic\xa0…', '')","RJ Hepburn - Cambridgeshire, UK, 2014"
Correlative morphometry and morphology of normal equine intestinal mucosa and comparison after adaptation to extensive large colon resection,"Light microscopy, morphometry and scanning electron microscopy (SEM) were used to 
examine the mucosal morphology of seven intestinal specimens (three from the small intestine …","('Correlative morphometry and morphology of normal equine intestinal mucosa and comparison after adaptation to extensive large colon resection', 'Light microscopy, morphometry and scanning electron microscopy (SEM) were used to \nexamine the mucosal morphology of seven intestinal specimens (three from the small intestine …')","AL BERTONE, GL Cockerell, RE Lee… - Equine Veterinary …, 1989 - Wiley Online Library"
"Retrospective study of equine cases at the Veterinary Teaching Hospital, Usmanu Danfodiyo University, Sokoto, Nigeria (2001-2015)","Abstract Knowledge of common diseases is important for effective disease control and 
management programme. This retrospective study was designed to identify the common equine …","('Retrospective study of equine cases at the Veterinary Teaching Hospital, Usmanu Danfodiyo University, Sokoto, Nigeria (2001-2015)', 'Abstract Knowledge of common diseases is important for effective disease control and \nmanagement programme. This retrospective study was designed to identify the common equine …')","AM Mayaki - Nigerian Veterinary Journal, 2017 - ajol.info"
Colic surgery: Part 2 Post-operative complications,"As the rate of post-operative survival has increased over the last three decades, complications 
following exploratory laparotomy for abdominal pain in the horse have become more …","('Colic surgery: Part 2 Post-operative complications', 'As the rate of post-operative survival has increased over the last three decades, complications \nfollowing exploratory laparotomy for abdominal pain in the horse have become more …')","L Smith - Veterinary Nursing Journal, 2009 - Taylor & Francis"
[HTML][HTML] Myeloperoxidase assay in plasma and peritoneal fluid of horses with gastrointestinal disease,"Gastrointestinal disorders, especially strangulating intestinal obstructions, are still a major 
cause of illness and death in the horse. Circulating lipopolysaccharides may activate both …","('[HTML][HTML] Myeloperoxidase assay in plasma and peritoneal fluid of horses with gastrointestinal disease', 'Gastrointestinal disorders, especially strangulating intestinal obstructions, are still a major \ncause of illness and death in the horse. Circulating lipopolysaccharides may activate both …')","S Grulke, T Franck, M Gangl, F Péters… - Canadian Journal of …, 2008 - ncbi.nlm.nih.gov"
[PDF][PDF] Abdominal palpation per rectum,"Abdominal palpation per rectum is used to examine the caudal aspect of the abdominal cavity 
and pelvic region in horses showing signs of colic. Other indications are for examination of …","('[PDF][PDF] Abdominal palpation per rectum', 'Abdominal palpation per rectum is used to examine the caudal aspect of the abdominal cavity \nand pelvic region in horses showing signs of colic. Other indications are for examination of …')","LL Southwood, J Fehr - Practical guide to equine colic 1st Ed. New …, 2013 - academia.edu"
Meal-induced gastric relaxation and emptying in horses after ingestion of high-fat versus high-carbohydrate diets,"Objective —To evaluate the effect of ingestion of a high-carbohydrate versus a high-fat meal 
on relaxation of the proximal portion of the stomach and subsequent gastric emptying in …","('Meal-induced gastric relaxation and emptying in horses after ingestion of high-fat versus high-carbohydrate diets', 'Objective —To evaluate the effect of ingestion of a high-carbohydrate versus a high-fat meal \non relaxation of the proximal portion of the stomach and subsequent gastric emptying in …')","M Lorenzo-Figueras, T Preston, EA Ott… - American journal of …, 2005 - Am Vet Med Assoc"
Anesthetic considerations for emergency equine abdominal surgery,"The physiologic changes that take place in horses presented for emergency abdominal surgery 
and the effects of these changes on the horse’s anesthetic management are discussed. …","('Anesthetic considerations for emergency equine abdominal surgery', 'The physiologic changes that take place in horses presented for emergency abdominal surgery \nand the effects of these changes on the horse’s anesthetic management are discussed. …')","JL Grandy, DS Hodgson - Veterinary Clinics of North America: Equine …, 1988 - Elsevier"
[PDF][PDF] Colic surgery in horses–nurse's role in postoperative care,"… Nursing the equine colic patient, Vet Pract Today 3(5): 26-30. Rippingale M and Fisk N (2013). 
Factors causing thrombophlebitis in horses: methods of prevention, Vet Nurse 4(4): 202-…","(""[PDF][PDF] Colic surgery in horses–nurse's role in postoperative care"", '… Nursing the equine colic patient, Vet Pract Today 3(5): 26-30. Rippingale M and Fisk N (2013). \nFactors causing thrombophlebitis in horses: methods of prevention, Vet Nurse 4(4): 202-…')",S Feighery - 2016 - vettimes.co.uk
Alterations in microbiota and fermentation products in equine large intestine in response to dietary variation and intestinal disease,"We aimed to determine the effects of variations in dietary composition on equine gut 
microbiota and their fermentation products, and proposed that dietary modifications profoundly …","('Alterations in microbiota and fermentation products in equine large intestine in response to dietary variation and intestinal disease', 'We aimed to determine the effects of variations in dietary composition on equine gut \nmicrobiota and their fermentation products, and proposed that dietary modifications profoundly …')","K Daly, CJ Proudman, SH Duncan, HJ Flint… - British Journal of …, 2012 - cambridge.org"
"Investigation of the effect of pasture and stable management on large intestinal motility in the horse, measured using transcutaneous ultrasonography","… Management regimes have been identified in epidemiological studies as a significant 
risk factor for equine colic. Stabling has been associated with a significant increase in colic …","('Investigation of the effect of pasture and stable management on large intestinal motility in the horse, measured using transcutaneous ultrasonography', '… Management regimes have been identified in epidemiological studies as a significant \nrisk factor for equine colic. Stabling has been associated with a significant increase in colic …')","S Williams, CA Tucker, MJ Green… - Equine Veterinary …, 2011 - Wiley Online Library"
The effects of slow infusion of a low dosage of endotoxin in healthy horses,"… ENDOTOXIN, a structural component of the cell wall of certain enteric bacteria, has been 
studied as a major contributing factor in the pathogenesis of equine colic. Much of the evidence …","('The effects of slow infusion of a low dosage of endotoxin in healthy horses', '… ENDOTOXIN, a structural component of the cell wall of certain enteric bacteria, has been \nstudied as a major contributing factor in the pathogenesis of equine colic. Much of the evidence …')","ES CLARK, JN Moore - Equine Veterinary Journal, 1989 - Wiley Online Library"
[CITATION][C] Equine colic-A dangerous and costly medical problem,,"('[CITATION][C] Equine colic-A dangerous and costly medical problem', '')","R Williams, DB Sequist - VETERINARY …, 2004 - … LEARNING SYSTEMS 425 …"
[PDF][PDF] Survival and the cost of our mistakes,"… Risk factors and clinical signs associated with cases of equine colic, in Proceedings Am 
Assoc Equine … Handbook of Equine Colic. Oxford: Butterworth Heinemann, 1999;1-7;116-139. …","('[PDF][PDF] Survival and the cost of our mistakes', '… Risk factors and clinical signs associated with cases of equine colic, in Proceedings Am \nAssoc Equine … Handbook of Equine Colic. Oxford: Butterworth Heinemann, 1999;1-7;116-139. …')","DE Freeman - Proceedings of the AAEP Focus on Equine Colic …, 2005 - Citeseer"
Resting blood pressure values in various equine clinical cases,"… Systolic pressure (SP) of equine colic cases was noted to range from hypertensive 
through to hypotensive m 21 22and the degree of hypotension was inversely associated …","('Resting blood pressure values in various equine clinical cases', '… Systolic pressure (SP) of equine colic cases was noted to range from hypertensive \nthrough to hypotensive m 21 22and the degree of hypotension was inversely associated …')","BW Parry - Journal of Equine Veterinary Science, 1984 - Elsevier"
Serological response of experimental ponies orally infected with Ehrlichia risticii,"Ten healthy, mature ponies were orally infected with Ehrlichia risticii using Ehrlichia‐infected 
P388D1 mouse monocyte tissue culture cells. Seven developed signs of equine ehrlichial …","('Serological response of experimental ponies orally infected with Ehrlichia risticii', 'Ten healthy, mature ponies were orally infected with Ehrlichia risticii using Ehrlichia‐infected \nP388D1 mouse monocyte tissue culture cells. Seven developed signs of equine ehrlichial …')","JE Palmer, CE Benson, GW Lotz - Equine Veterinary Journal, 1989 - Wiley Online Library"
"[CITATION][C] Proceedings of the Equine Colic Research Symposium, September 28-30, 1982, Held at College of Veterinary Medicine, University of Georgia, Athens …",,"('[CITATION][C] Proceedings of the Equine Colic Research Symposium, September 28-30, 1982, Held at College of Veterinary Medicine, University of Georgia, Athens\xa0…', '')","TD Byars, NA White, JN Moore - 1982 - Bolshoi Colic Research Program …"
Equine nutrition: A preliminary investigation of feeding practices in equine veterinary hospitals in the USA,"Nutrition plays an important role in equine rehabilitation, with contradictory approaches existing 
on correct nutritional management of patients. The preponderance of information related …","('Equine nutrition: A preliminary investigation of feeding practices in equine veterinary hospitals in the USA', 'Nutrition plays an important role in equine rehabilitation, with contradictory approaches existing \non correct nutritional management of patients. The preponderance of information related …')","K Park, A Garber, P Hastie, J Robert… - Annals of Clinical …, 2018 - eprints.gla.ac.uk"
[CITATION][C] Equine Colic: Abdominal Pain in Horses,,"('[CITATION][C] Equine Colic: Abdominal Pain in Horses', '')",SM Esneault
Peritoneal fluid analysis for the differentiation of medical and surgical colic in horses,"… Peritoneal fluid analysis is a useful ancillary diagnostic procedure to help determine the 
need for surgery in cases of acute equine colic. Of the parameters which can be quickly …","('Peritoneal fluid analysis for the differentiation of medical and surgical colic in horses', '… Peritoneal fluid analysis is a useful ancillary diagnostic procedure to help determine the \nneed for surgery in cases of acute equine colic. Of the parameters which can be quickly …')","E Milne - In Practice, 2004 - Wiley Online Library"
The use of slaughterhouse-obtained small intestinal tissue as control material in histological studies should be applied with prudence,"… This study aimed to evaluate the reliability of slaughterhouse-obtained small intestinal 
tissue as control material in equine colic research where molecular stress responses in small …","('The use of slaughterhouse-obtained small intestinal tissue as control material in histological studies should be applied with prudence', '… This study aimed to evaluate the reliability of slaughterhouse-obtained small intestinal \ntissue as control material in equine colic research where molecular stress responses in small …')","K De Ceulaer, C Van Ginneken, C Delesalle… - … histopathology, Vol. 26 …, 2011 - digitum.um.es"
[PDF][PDF] A HYBRID PREDICTION SYSTEM USING ROUGH SETS AND GENETIC ALGORITHM,"… in classifying the probability of patient’s premature death on equine colic. Keywords: Machine 
learning; Rough Set; Genetic Algorithm; Veterinary; Equine colic; Hybrid prediction system …","('[PDF][PDF] A HYBRID PREDICTION SYSTEM USING ROUGH SETS AND GENETIC ALGORITHM', '… in classifying the probability of patient’s premature death on equine colic. Keywords: Machine \nlearning; Rough Set; Genetic Algorithm; Veterinary; Equine colic; Hybrid prediction system …')","T Kanik, M Kováč - IMEA 2012, 2012 - researchgate.net"
"Epidemiological study of equine colic syndrome in Brazilian rodeo parks in the state of Rio Grande do Norte, Brazil/Estudo epidemiologico da sindrome colica de …","… the risk factors associated with equine colic syndrome in animals … Two epidemiological 
studies related to equine colic … identified as a risk factor for equine colic syndrome in the cross-…","('Epidemiological study of equine colic syndrome in Brazilian rodeo parks in the state of Rio Grande do Norte, Brazil/Estudo epidemiologico da sindrome colica de\xa0…', '… the risk factors associated with equine colic syndrome in animals … Two epidemiological \nstudies related to equine colic … identified as a risk factor for equine colic syndrome in the cross-…')","RV da Cunha Dias, JD Ribeiro Filho… - Veterinaria e …, 2013 - go.gale.com"
"[CITATION][C] Nigatu Aklilu, Zerihun Assefa & Ayele Gizachew",,"('[CITATION][C] Nigatu Aklilu, Zerihun Assefa & Ayele Gizachew', '')","Y Worku, W Wondimagegn - Trop Anim Health Prod, 2017"
[HTML][HTML] Plasma serotonin in horses undergoing surgery for small intestinal colic,"… The current results on equine colic cases might therefore be due to a colic and/or surgery 
associated phase of decreased motility. This is, to the authors’ knowledge, the first study that …","('[HTML][HTML] Plasma serotonin in horses undergoing surgery for small intestinal colic', '… The current results on equine colic cases might therefore be due to a colic and/or surgery \nassociated phase of decreased motility. This is, to the authors’ knowledge, the first study that …')","SC Torfs, AA Maes, CJ Delesalle… - The Canadian …, 2015 - ncbi.nlm.nih.gov"
