,AugmTitle
777,"('Baby colic–new insight into an old problem.', '… Infant Colic and Functional Gastrointestinal Disorders: Is There More Than a «Gut Feeling»? \nJ. Pediatr… of symptoms in infant colic following reduction of lactose load with lactase. J. Hum. …')"
778,"('[CITATION][C] Infant colic and maternal depression', '')"
779,"('Other functional gastrointestinal disorders in infants and young children', '… Infant colic is extensively discussed in this supplement; cyclic vomiting syndrome and \nfunctional constipation are more common in older children and do not have any peculiar …')"
780,"('Episodic syndromes that may be associated with migraine: AKA “the childhood periodic syndromes”', '… determine the cause of infant colic, as inconsolable and … An association between infant colic \nand migraine has been … possible genetic relationship between infant colic and migraine.23 …')"
781,"('Episodic syndromes of childhood associated with migraine', '… Infant colic, or excessive crying in an otherwise healthy and well fed infant, may also fit \ninto this category and is included in the appendix section of the most recent edition of the …')"
782,"('Comparison of the short-term effects of chiropractic spinal manipulation and occipito-sacral decompression in the treatment of infant colic: A single-blinded\xa0…', '… Although the participants completed the trial of therapy prior to the usual age of remission \nfor infant colic, the natural course cannot be ruled out. Therefore, the treatment approaches as …')"
783,"('[PDF][PDF] Infantile colic, is there an association with the source of early infant nutrition', '… While apparently innocuous, an infant colic can … infant colic and allergic products of food \nand advised the use of hypoallergenic formula in the management of some cases of infant colic […')"
784,"('Comparison of the prevalence of infantile colic between pediatric migraine and other types of pediatric headache', 'Background/Objective: The International Headache Society lists infantile colic under “episodic \nsyndromes that may be associated with migraine” in the ICHD3-beta version of its …')"
785,"('Biotic nutritional components in baby formula: possible solution for infantile colic management', '… The impact of prebiotics in the infant diet on the intestinal microbiome composition and its \ninfluence on the manifestation of infant colic is considered. The presence of various probiotic …')"
786,"('[HTML][HTML] Evidence of Lactobacillus reuteri to reduce colic in breastfed babies: Systematic review and meta-analysis', '… Faced with evidence of the use of probiotics to reduce colic in babies, we analyzed the \npublished clinical trials on the prevention of infant colic by supplementing with L. reuteri in infants …')"
787,"('Systematic review and meta-analysis: fussing and crying durations and prevalence of colic in infants', ""… Sequelae of infant colic: evidence of transient infant distress and absence of lasting effects \n… of cow's milk or soy milk protein for the treatment of infant colic syndrome: a randomized trial …"")"
788,"('[HTML][HTML] The effects of the Rome IV criteria on pediatric gastrointestinal practice', '… toddlers concerns the diagnostic criteria for infant colic. The Rome IV pediatric committee … \nage of diagnosis of infant colic was extended to infants up to 5 months of age. Infant colic is …')"
789,"('Colic: The “transient responsivity” hypothesis', '… according to the transient responsivity hypothesis of infant colic (long broken lines), compared \nto … Because of the behavioral phenomenology of infant colic in which the increased crying …')"
790,"('[HTML][HTML] Colic and Parents', '… Key conclusion: While infant colic is a very stressful condition for both child and parent, \nthere appears to be no negative affect on parenting behavior or the parent-child relationship. …')"
791,"('Convulsive status secondary to star anise poisoning in a neonate', '… Despite its potential toxicity, the use of star anise infusions for the treatment of infant colic is \n… of star anis administered to relieve possible infant colic. The patient required three repeat …')"
792,"('Sequellae of infant colic: evidence of transient infant distress and absence of lasting effects on maternal mental health.', 'Copyright© Lippincott Williams & Wilkins. Unauthorized reproduction of this article is prohibited. \nin upper and lower extremity spasticity at 6 months and at most recent follow-up. The …')"
793,"('[PDF][PDF] Factors affecting colic in infants and the applications of mothers in Turkey', '… Infant colic what works: A systematic review of interventions for breast-fed infants. Journal \nof … Current beliefs and management strategies for treating infant colic. Journal of Pediatric …')"
794,"('More to say on the subject of colic', '… see any mention of the relationship between infant colic and parental smoking. A study done \n… Maternal smoking during pregnancy has also been found to be associated with infant colic. …')"
795,"('Crying infant', 'Excessive crying is a common complaint in young infants, especially in those less than 3 mo \nof age. Altered circadian rhythm, immaturity of central nervous system and alteration of …')"
796,"(""Help in times of crying: nurses' approach to parents with colicky infants"", ""… Many studies on infant colic have focused on describing the phenomenon and identifying … \nHowever, the focus of the literature search in this study was nurses' approach to infant colic. …"")"
797,"('Colic', 'Few events are more overwhelming than bringing a newborn baby home from the hospital. \nParents are often filled with excitement, exhaustion, and uncertainty. Imagine the parents’ …')"
798,"('Simethicone in the Treatment of Infant Colic: A Randomized, Placebo-Controlled, Multicenter Trial', 'In pregnancy, bed rest is one of the most commonly prescribed treatments to improve reproductive \noutcome. It is used prophylactically to reduce the risk of spontaneous abortion, to treat …')"
799,"('Infantile colic: looking to old data through new eyes', 'This paper performs an overview about researches and clinical trials on gut microflora and \nthe use of probiotics, and seeks to define a new picture of current literature in order to …')"
800,"('[PDF][PDF] Long term outcomes of infant colic: a systematic review', '… with infant colic at a median age of 3 months. The heterogeneity in the definition of infant colic \nthat was … Discussion: This review shows that infant colic is associated with a higher risk of …')"
801,"('A systematic review of prevention and treatment of infantile colic', '… Persistent infant colic can contribute to parental fatigue and distress and may result in … \nIt has been assumed that the causes of excessive crying/infant colic are multifactorial, with …')"
802,"('Colic in breast‐milk‐fed infants: treatment by temporary substitution of Neocate infant formula', '… Infant colic is a common problem characterized by excessive crying and fussing. We \nexamined whether colic symptoms of exclusively breast-milk-fed infants would be improved by …')"
803,"('The effectiveness of mother infant interaction on infantile colic', '… the definition and method used (6) infant colic despite its long history and frequent occurrence \n… Infant colic: empirical evidence of the absence of an association with source of early infant …')"
804,"('[HTML][HTML] Infantile colic: Clinical features and diagnosis', '… ●The Rome IV criteria, which classify infant colic as a functional gastrointestinal disorder \nin infants from birth to five months of age, require all of the following: 1) age <5 months when …')"
805,"('Infants with colic: A study of maternal stress and anxiety', '… This study also explores the impact of infant colic on the mother’s level of stress and the \nrelationship of perceived stress to infant behavior. Previous research suggested that other state …')"
806,"(""Colic: What's maternal mental health got to do with it?"", '… The purpose of this article is to offer a multifaceted view and deepen appreciation of the \nimpact of infant colic on maternal mental health. For the purposes of our discussion, the term …')"
807,"('Office management of the infant with colic', '… Because of the nature of infant colic, the success of home remedies is highly relative. What \nworks for one infant may not work for all and may not even work for the one in all situations. …')"
808,"('Possible association between fluoxetine hydrochloride and colic in an infant', '… This case study describes only a possible association between maternal use of fluoxetine \nhydrochloride in breast feeding mothers and infant colic, pediatricians may want to exercise …')"
809,"('What is the best treatment for infants with colic?', 'Infantile colic, defined as excessive crying in an otherwise healthy baby, is a distressing \nphenomenon, but there is little evidence to support the many treatments offered. Several small …')"
810,"('COLIC SCALE SCORES AND ASSOCIATED FACTORS IN INFANTS DIAGNOSED WITH INFANTILE COLIC', '… between 58 and 114 on the Infant Colic Scale total score. This … In this study, Infant Colic \nScale scores of infants were … and total scores of the Infant Colic Scale. This result Uysal et al. (…')"
811,"('Colic—a pain syndrome of infancy?', '… in the colic literature and to determine to what extent infant colic is a true pain syndrome. … \nLoadman WE, Arnold K, Volmer R, et al: Reducing the symptoms of infant colic by introduction …')"
812,"('[PDF][PDF] Infant Colic Syndrome-Maternal Fantasies', ""… Summary: This study examined the impact of infant colic on … of infanticide during their \ninfant's colic episodes, a finding … symptoms in response to their infant's colic. More than 90% of …"")"
813,"('[HTML][HTML] Chapter IX. 1. Infant Colic', '… Colic has also been called the three month colic, infant colic syndrome, or paroxysmal \nfussing in infants. The classic definition of infantile colic was described by Wessel (1) in 1954 as, …')"
814,"('The effectiveness of parent counseling in managing colic', 'Colic, or excessive crying in young infants, continues to be described typically in pediatric \ntextbooks as being of uncertain cause and as having no generally satisfactory solution. …')"
815,"('The crying of infants with colic: a controlled empirical description', 'To obtain a controlled empirical description of some of the measurable clinical features of \ncolic in a naturalistic context, 38 infants whose mothers considered crying a problem (""colic"") …')"
816,"('Maternal milk and infant colic', 'pyelonephritis Page 1 Perhaps a modem version of the Fergusson speculum would be \nmore desirable. This device, formerly well known in Europe,2 is now rarely encountered. It …')"
817,"('Acupuncture for infantile colic: a blinding-validated, randomized controlled multicentre trial in general practice', '… practitioners educated within the programmes of the Norwegian Society of Medical Acupuncture \nuse a standardized bilateral needling of the point ST36 when treating infant colic. ST36 …')"
818,"('Infant Colic Is Associated with Maternal Migraine (S36. 005)', '… Conclusions: Maternal migraine is associated with increased risk of infant colic. As migraine \nhas a strong genetic underpinning, this association suggests that infant colic may be an …')"
819,"('[PDF][PDF] INFANT COLIC CRYING AND GASTROINTESTINAL TRACT', '… Despite over 50 years of investigation, the precise cause of infant colic crying remains \nunresolved and the long-term consequences unrevealed, and an effective treatment is lacking. …')"
820,"('Effect of a low-allergen maternal diet on colic among breastfed infants: a randomized, controlled trial', ""… On the morning of day 10, the research nurse (JB) asked mothers to categorize their infant's \ncolic behavior as better, same, or worse. In addition, mothers graded their infant's level of …"")"
821,"('Gut motility alterations in neonates and young infants: relation to colic?', '… aimed at increasing acid suppression in newborns and infants (6) may indeed reflect the \nbelief that excessive esophageal exposure to acid is the culprit in many instances of infant colic. …')"
822,"('Kangaroo mother care for infantile colic: a randomized clinical trial.', '… Sequelae of infant colic: evidence of transient infant distress and absence of lasting effects \non … Infant colic: empirical evidence of the absence of an association with source of early infant …')"
823,"('[HTML][HTML] Colic', ""… Infant colic is challenging for new parents and is a reason for 10% to 20% of pediatrician \nvisits during the early weeks of an infant's life. Colic is estimated at affecting 5% to 40% of …"")"
824,"('[PDF][PDF] A Perspective on Understanding Infantile Colic', '… Introduction We propose to study infant colic, a widespread condition that has potentially … \nInfant colic remains a mystery for medical research despite its prevalence. Colic occurs in 5-…')"
825,"('[CITATION][C] Simethicone in the management of infant colic.', 'Simethicone in the management of infant colic. - Abstract - Europe PMC … Simethicone in \nthe management of infant colic. … Infant colic: mechanisms and management. …')"
826,"('Systematic review: dietary treatment of infant colic (I)', '… Introduction: Infant colic is a common problem. Although several … of the dietary treatment of \ninfant colic to provide an update of … , controlled trials involving dietary treatment of infant colic. …')"
827,"('Role of Cutibacterium avidum during gut colonization and in the alleviation of Infant Colic', 'Infant colic (IC) affects 5-19% of infants younger than five months of age and is characterized \nby crying, fussing or irritability that last more than three hours per day, during three or more …')"
828,"('Association between childhood migraine and history of infantile colic', '… Based on local data, a frequency of infant colic of 40% was expected in our population. A \nsample size of 136 patients with migraine was calculated with a power of 80% at the .05 level …')"
829,"('[PDF][PDF] EsoTensive Colic: The screaming Infant', '… It is proposed that there is a form of infant colic, resulting from Mallory Weiss tears near the \nesophageousstomach junction, caused by distension of the stomach cardiac orifice during …')"
830,"('Colic or milk allergy', '… , they purport to examine the relationship between infant colic and cow\'s milk protein allergy. \n… Yet, each of these physicians defined the syndrome of infant colic as excessive crying in ""…')"
831,"('Infant colic and childhood recurrent abdominal pain syndromes: is there a relationship?', '… is a relationship between infant colic and recurrent abdominal … to two syndromes: namely, \ninfant colic and RAP syndrome. … Infant colic has an age-related"" crying curve"" with a peak in …')"
832,"('Infant colic or early symptom of autism spectrum disorder?', '… The parents were questioned using the diagnostic criteria for infant colic for clinical \nresearch purposes defined in Rome IV to diagnose IC , retrospectively. The sample size was …')"
833,"('Probiotics for colic—is the gut responsible for infant crying after all?', '… The role of the probiotic Lactobacillus reuteri DSM17938 in infant colic has recently come … \nconsequence of infant colic is difficult to untangle. Perhaps, it is true that infant colic is related …')"
834,"('Beyond infant colic.', 'Some of the most interesting cases in pediatric practice evolve through time. What may \nbegin as a clear, well defined problem with a predictable natural history and an accepted …')"
835,"('Elimination communication as colic therapy', '… In addition to excessive crying, symptoms and descriptors of infant colic include inconsolable \ncrying, screaming, legs drawn up against the abdomen, furrowing of eyebrows, distended …')"
836,"('[HTML][HTML] Approach to infantile colic in primary care', '… (3,5) The Rome IV criteria define infant colic as a functional gastrointestinal disorder from \nbirth to five months of age, fulfilling the conditions in Box 1. However, the Rome IV criteria is …')"
837,"('Are there any effective treatments for infant colic?', '… to be an effective treatment for infant colic. Dicyclomine was found in three studies to be \nsignificantly better than placebo at reducing symptoms of infant colic. However, severe adverse …')"
838,"('Is colic a gastrointestinal disorder?', 'Infantile colic is a distinct, although poorly defined, clinical entity. Whereas a general \nconsensus regarding its cause is lacking, it is most likely multifactorial in genesis. Possible …')"
839,"('Infantile colic revisited.', ""More than 30 years ago, with the help of the Index Medicus, I reviewed the world's published \nreports on evening colic.'Since then the Index Medicus has listed about two papers a year, …"")"
840,"(""[CITATION][C] Infant Colic: Sufferers of infant colic-both babies and parents-are frequent visitors to the doctor's office"", '')"
841,"('[CITATION][C] The role of diet in infant colic', 'The role of diet in infant colic The role of diet in infant colic …')"
842,"('[CITATION][C] Digestive enzymes for infant colic: preliminary report', 'Digestive enzymes for infant colic: preliminary report Digestive enzymes for infant colic: \npreliminary report …')"
843,"('[CITATION][C] Infant colic', 'Infant colic Infant colic …')"
844,"('[CITATION][C] Exploring relationships between infant colic, maternal mental health, and infant soothing techniques', '')"
845,"('The effect of probiotic lactobacillus reuteri on reducing the period of restlessness in infants with colic', 'BACKGROUND AND OBJECTIVE: Abdominal colic during infancy is a common complaint \nof parents within the first three months after the child’s birth. As the intestinal microflora in …')"
846,"('[CITATION][C] Infant colic and excessive crying: Influence on maternal cry perception and caregiving', 'Infant colic and excessive crying: Influence on maternal cry perception and caregiving … \nInfant colic and excessive crying: Influence on maternal cry perception and caregiving …')"
847,"('Babies with colic Vitamin supplements for toddlers: family focus', '… Dealing with infant colic might take a bit of trial and error, using one or various methods in \ncombination. The most important aspect of colic that all parents and caregivers need to be …')"
848,"('[CITATION][C] Sequelae of infant colic: Evidence of transient infant distress and absence of lasting effects on maternal mental health (vol 156, pg 1183, 2002)', '')"
849,"('[CITATION][C] Colicky Infants Do Not Cause Lasting Mental Health Problems for Mothers', '')"
850,"('[CITATION][C] Pain-relieving agents for infant colic Cochrane Database of Systematic Reviews 2012, Issue 7', '')"
851,"('[CITATION][C] Infant colic and crying: a review of the literature', '')"
852,"('[CITATION][C] CL PAULE a MW BORSCHEL. Evaluation of the effect of a fiber-enriched formula on infant colic', '')"
853,"('[CITATION][C] Lactobacillus reuteri DSM 17938 for managing infant colic: protocol for an individual participant data meta-analysis. BMJ Open 2014; 4: e006475', '')"
854,"('[CITATION][C] A systematic approach to the differential diagnosis and management of infant colic', '')"
855,"('[CITATION][C] Lactobacillus reuteri DSM17938 for managing infant colic: protocol for an individual participant data meta-analysis. BMJ Open. 2014; 4 (12): e006475', '')"
856,"('[CITATION][C] Infant colic', '')"
857,"('[CITATION][C] Prenatal predictors of infant colic: maternal-fetal attachment, maternal state anxiety and maternal hope', '')"
858,"('[CITATION][C] Infant colic in relation to maternal social support, partner involvement in caring for newborn, and happiness of the mother partner relationship', '')"
859,"('[CITATION][C] Impact of Lactobacillus reuteri colonization on gut microbiota, inflammation, and crying time in infant colic. Sci. Rep. 7: 15047', '')"
860,"('[HTML][HTML] Comparison of common interventions for the treatment of infantile colic: a systematic review of reviews and guidelines', '… . Chiropractic spinal manipulation for infant colic: a systematic review of randomised \nclinical trials. Int J Clin Pract 2009;63:1351–3.doi:10.1111/j.1742-1241.2009.02133.x …')"
861,"('Family context of infantile colic', '… Infant colic presents as a symptom of the baby, but it soon becomes a problem for the whole \nfamily. In this study, we evaluated the family of the crying infant in a systems approach. The …')"
862,"('[PDF][PDF] Infantile colic in infants aged one-six months and the practices of mothers for colic', '… Beside these definitions, the Infant Colic scale can be used to diagnose colic and it \nincludes five possible explanations related to colic such as cow’s milk/soy protein allergy or …')"
863,"('Infantile colic. Follow‐up at four years of age: still more “emotional”', '… Effects of infant colic on the family: implications for practice. Issues Compr Pediatr Nurs 1986… \nInfant colic: a transient condition with no apparent effects. J Appl Dev Psychol 1992; 13: 447…')"
864,"('Colic and crying syndromes in infants', '… The first is a randomized, controlled trial of increased carrying as a treatment for infant \ncolic. The design was similar to that of the carrying study with healthy infants, 21 except that …')"
865,"('Effectiveness of treatments for infantile colic: systematic review', ""… .Parental counseling compared with elimination of cow's milk or soy milk protein for the \ntreatment of infant colic syndrome: a randomized trial. Pediatrics 1988;81:756–761. …"")"
866,"('[HTML][HTML] Self-medication for infants with colic in Lagos, Nigeria', ""… Among those mothers that managed their infant's colic at home, the types of intervention \nused were sought. If pharmacological intervention was used, the types of medicine used and …"")"
867,"('[HTML][HTML] Colic in infants', '… Because of the natural course of infant colic, it can be difficult to interpret trials that do not … \nThe cause is unclear and, despite its name, infant colic may not have an abdominal cause. It …')"
868,"('Effectiveness of craniosacral therapy in the treatment of infantile colic. A randomized controlled trial', '… Crying (primary outcome) and sleep (secondary outcome) were evaluated using a crying \nand sleep diary, and colic severity was measured using the Infant Colic Severity Questionnaire (…')"
869,"(""Microbiota and Infantile Colic: What's New?"", '… ABSTRACT: Alterations of gut microbiota are implicated in the genesis of infant colic. Infants \nwith … Moreover infant colic previously believed to be nonorganic in nature, have evidence of …')"
870,"('[HTML][HTML] Treatments for infant colic', '… Numerous hypotheses have been generated and possible etiologies have been \nproposed to explain infant colic, leading to a variety of possible treatments. The authors\xa0…')"
871,"('A randomized control trial of integrated care for families managing infant colic', '… working with families whose infants are experiencing infant colic. Before initiating contact \nwith the … Our dual approach to infant colic provides parents with an environment in which their …')"
872,"('Present concepts of infant colic', '… The relationship, if any, betweerı milk proteins and infant colic is not yet clear. It may be that \na small group of infants experience symptoms apparently consistent with infantile colic in the …')"
873,"('Fathers make a difference: positive relationships with mother and baby in relation to infant colic', '… newborn characteristics overall and by infant colic The overall rate of infant colic in this study \nwas 11.6%. Women with public insurance were more likely to report infant colic (Table 1), …')"
874,"('Long-term effects of infant colic: a survey comparison of chiropractic treatment and nontreatment groups', '… Poor sleep is not only a hallmark of infant colic but also of … Our study further suggests that \ntoddlers treated for infant colic by … Infants with infant colic expose the entire family to stress and …')"
875,"('“Something is wrong with your milk”: Qualitative study of maternal dietary restriction and beliefs about infant colic', '… We believe that the maternal diet–infant colic paradigm is reductive, as it ignores \nbreastfeeding as a complex interplay of physiologic, evolutionary, economic, familial, and social …')"
876,"('Parent characteristics and conceptualizations associated with the emergence of infant colic', '… Parental reports of infant colic could be similarly affected. For example, a parent with a low \n… James Roberts suggests, excessive crying or infant colic might best be regarded as social …')"
877,"('The association between parental migraine and infant colic: A cross‐sectional, web‐based, US survey study', '… and infant colic,2 suggesting infant colic might … infant colic, in this study we aimed to determine \nwhether the previously observed association between maternal migraine and infant colic …')"
878,"('Infant colic, distress, and crying', '… the problems of the crying infant, but is not the primary cause of infant colic. We believe \nthat infant colic is best conceptualized as the end result of a complex set of interactions between …')"
879,"('Managing infant colic: a literature review', 'This article reviews the literature underpinning interventions to manage colic with a particular \nfocus on dietary modifications, pharmacology interventions, alternative therapies and …')"
880,"('[HTML][HTML] Reduction of crying episodes owing to infantile colic: a randomized controlled study on the efficacy of a new infant formula', 'Objectives: The aim of this study was to evaluate the efficacy on crying episodes owing to \ninfantile colic of a new infant formula containing partially hydrolysed whey proteins, prebiotic …')"
881,"(""What is distinct about infants'“colic” cries?"", '… A better understanding of this phenomenon, often referred to as “infant colic”, is of importance \n… Because of their importance in understanding the nature and causes of infant colic, these …')"
882,"('Infant Colic and Osteopathy', 'Infant colic, also known as three-month colic, is an unexplained phenomenon. It is expressed \nby excessive crying or crying and irritability of the infant and occurs without an obvious …')"
883,"(""[CITATION][C] Infant colic: What it is and what you can do about it: By C. Farran. 124 pp., $10.95. Charles Scribner's Sons Publishers, New York, New York, 1983"", '')"
884,"('[PDF][PDF] lmprovement of symptoms in infant colic following', '… Transient lactose intolerance has been identified as a possible causative factor in infant \ncolic. A … These findings suggest that infant colic may have a multiple aetiology, and that in a …')"
885,"('Infantile colic: seasonal incidence and crying profiles', 'Objectives: To determine the occurrence of infantile colic and its seasonal variation in an \nunselected population and to evaluate the amounts of crying in colicky infants and noncolicky …')"
886,"('[HTML][HTML] Infant colic treatment. Infant colic-treat or wait? From the side of the child', '… In young children, the diagnosis of functional abdominal pain is not made, and a condition \nwith similar symptoms is called infant colic (from the Greek colicos, which means colon pain). …')"
887,"('Current thoughts on healthy term infant nutrition: the first twelve months', '… Furthermore, researchers report that the association between infant colic and fruit juice was \ngreater when apple juice, a juice with a high fructose-to-glucose ratio (2.6:1), was ingested …')"
888,"('Colic and fussing in infancy, and sensory processing at 3 to 8 years of age', '… A small number of researchers claim that there are no lasting effects of infant colic on the \nchild and family (Sloman, Bellinger, & Krentzel, 1990; Stifter & Braungart, 1992). Other …')"
889,"('Colic in newborns and infants: a literature review', '… This text presents the clinical definition, etiology, colic associated factors and interventions \nto relief and treatment of infant colic. Articles published in medical and nursing journals …')"
890,"('Synbiotic in the management of infantile colic: a randomised controlled trial', '… Infant colic is a frequent problem affecting up to 10–30% of infants in first 3 months of life. \nResults from previous trials have shown that manipulation of gut microbiota can lead to …')"
891,"('[HTML][HTML] Looking for new treatments of Infantile Colic', '… Concerning infant colic, Olafsdottir didn’t observe difference between colicky and healthy \ninfants [13] while Rhoads reported an increased value in colicky ones [14]. Further studies are …')"
892,"(""Treating infants' colic."", '… Improvement of symptoms in infant colic following reduction of … Simethicone in the management \nof infant colic. Practitioner … Simethicone in the treatment of infant colic: a randomized, …')"
893,"('The photo-biochemical basis of infant colic: pineal intracellular calcium concentrations controlled by light, melatonin, and serotonin', '… Infant colic may be thought of as a circadian behavioral syndrome occurring during the \nevening hours which begins after about 1 week of age and ends at about 3 months of age. There …')"
894,"('Efficacy of Bifidobacterium animalis subsp. lactis, BB-12® on infant colic – a randomised, double-blinded, placebo-controlled study', '… the diary to confirm the presence of infant colic and determined if the infant was eligible \nwith respect to inclusion and exclusion criteria. If infant colic was confirmed, the infant was …')"
895,"('Infantile colic', ""… limited evidence that replacing cows' milk formula by whey hydrolysate reduces infant \ncolic. … for the treatment of infant colic syndrome: a randomized trial. Pediatrics 1988;81:756-761 …"")"
896,"('Psychosocial predisposing factors for infantile colic.', ""… We examined those events related to pregnancy which seemed to be connected to an \ninfant's colic to obtain more information about preventive health care of mother and baby. This …"")"
897,"('Infantile colic: natural history and treatment', ""… Parental counceling compared with elimination of cow's milk or soy milk protein for the \ntreatment of infant colic syndrome: a randomized trial. Pediatrics 1988;81:756-60. 63. …"")"
898,"('Reducing the symptoms of infant colic by introduction of a vibration/sound based intervention', 'Infantile colic, a poorly understood but characteristic symptom complex, causes considerable \ndistress to many infants, anguish to their parents and frustration to pediatricians. No …')"
899,"('Effect of reflexology on infantile colic', '… The Infant Colic Scale (ICS) was used to measure the colic severity in the infants. … We \naimed to explore the effects of reflexology on infantile colic using The Infant Colic Scale (…')"
900,"('[HTML][HTML] Effectiveness of treatments for infantile colic', '… A systematic review of treatments for infant colic. Pediatrics 2000, 106:… A trial of lactase in the \nmanagement of infant colic. J. Hum. … Use of sucrose as a treatment for infant colic. Arch. Dis. …')"
901,"('Infantile colic', 'The principal aim of this report is to contribute the understanding of the physiologic mechanism \nof the “infantile colic”. For this purpose a review about the way of nociceptive stimulus …')"
902,"('婴儿肠绞痛 3 种疗法的临床观察', '… 摘要:目的比治疗婴儿肠绞痛(infant colic)3种方法的临床效果.方法将112例肠绞痛患儿分为3组\n,分别采用行为非药物疗法,氯苯那敏,西甲硅油乳剂治疗.结果3组患儿在治疗后症状都有明显改善,…')"
903,"('Revisión sistemática: tratamiento nutricional del cólico del lactante (I)', '… Infant colic is a common problem. Although several treatments have been tested over the … \nThe present report is a systematic review of the dietary treatment of infant colic to provide an …')"
904,"('Cólico del lactante: cuidados basados en la evidencia', '… Infant Colic (IC) is considered a frequent occurrence with several causes involved. This is \none of … to reach a consensus in terms of the evidence for effective treatment of infant colic (AU) …')"
905,"('[PDF][PDF] Survey in efficacy of probiotics in infantile colic', 'Background: Infantile colic is a very common condition in apparently healthy infants with \nconsiderable burden on parents and health system. The characteristic of the condition is an …')"
906,"('Itkuisen vauvan rauhoitteluun käytetyt vaihtoehtoiset menetelmät ja niiden vaikutus itkuisuuteen', 'Vauvan itkuisuus koskettaa suurta osaa vanhemmista jollakin tavalla, mutta silti toimivista \nitkuisuuden rauhoittelukeinoista ei ole päästy yksimielisyyteen. Itkuisuus voidaan määritellä …')"
907,"('[PDF][PDF] Evaluation of the Knowledge Level and Attitude of Mothers About Infantile Colic', '… Infant colic: mechanisms and management. Nat Rev Gastroenterol Hepatol 2018;15:479–96… \nImprovement of symptoms in infant colic following reduction of lactose load with lactase. J …')"
908,"('Colic in children. Nowadays considerations upon and old problem', 'This is a review paper about a common, everyday and budersome problem that concerns \nboth the pediatrician and the general practitioner that treats children. The vast majority of …')"
909,"('Infantile colic: detection of educational needs for the care of newborns, through a survey of pregnant women', '… Objective: To determine the degree of knowledge of pregnant women about infant colic, \nby using a survey and identify topics of this theme that should be emphasized in prenatal …')"
910,"('[CITATION][C] Improvement of symptoms in infant colic following reduction of lactose load with lactase (vol 14, pg 359, 2001)', '')"
911,"('[CITATION][C] Efficacy of various interventions for treatment of infant colic', '')"
912,"('[CITATION][C] PATIENT CHARACTERISTICS INFLUENCING INFANT COLIC AMELIORATION UNDER A PROBIOTIC TREATMENT', '')"
913,"('[CITATION][C] Meclizine-pyridoxine in the treatment of infant colic.', 'Meclizine-pyridoxine in the treatment of infant colic. - Abstract - Europe PMC … Meclizine-pyridoxine \nin the treatment of infant colic. …')"
914,"('[CITATION][C] Probiotics in infant colic', '')"
915,"('[CITATION][C] Role of Lactobacillus Rhamnosus 19070-2 and Lactobacillus Reuteri DSM 12246 in Infant Colic: A Multi-Center Double-Blind Placebo-Controlled\xa0…', '')"
916,"('[CITATION][C] …\xa0and Nutraceulticals in: Pediatrics the Therapeutic Efficacy of Bifidobacterium Animalis SUBSP. Lactis BB-12 (R) in Infant Colic: A Randomized, Double\xa0…', '')"
917,"('[CITATION][C] The association between early breastfeeding problems and the development of infant COLIC', '')"
918,"('[CITATION][C] Beyond infant colic-Commentary', '')"
919,"('[CITATION][C] The management of infant colic in the primary care setting', '')"
920,"('[CITATION][C] Infant colic: What it is and what you can do about it', '')"
921,"('The experiences of first-time mothers with colic infants who seek help from medical professionals', '… Notwithstanding the lack of clarity on colic and the challenges this has posed for research, \nstudies have found infant colic to be associated with disrupted family life, feelings of guilt, …')"
922,"('Functional Gastrointestinal Disorders: Functional Gastrointestinal Disorders in Children.', '… These include infant regurgitation, infant colic, infant dyschezia, cyclic vomiting syndrome, … \nProbiotics, for example, can help alleviate symptoms of infant colic in exclusively breastfed …')"
923,"('Infants with colic may have had a faster delivery: a short, preliminary report', 'Methods Participants for the colic trial were recruited from April 1994 to July 1996 by home \nhealth nurses from the National Health Service in the suburb of Ballerup (Copenhagen, …')"
924,"('Exploring hypotheses and rationale for causes of infantile colic', '… There are no formal motility studies to support abnormal gastrointestinal motility in patients \nwith infant colic; the circumstantial evidence supporting this hypothesis is based on the …')"
925,"('[PDF][PDF] Probiotic supplement for improvement of colic symptoms', '… of the main causative factors of infant colic.Several studies correlate alterations in gut \nmicroflora and digestive discomfort with infant crying syndrome and infant colic,6-11 suggesting …')"
926,"('Exploring the role of FODMAPs in the diet of breastfeeding mothers in alleviating symptoms of colic in breastfed infants', '… Infant colic affects up to 30% of babies worldwide and causes inconsolable and unsettled … \nsymptoms of infant colic – a strategy that could be implemented into future clinical practice. …')"
927,"(""Passage of cows' milk protein in breast milk"", ""… Much more recently, Jakobsson and Lindberg (1978) showed that infant colic could often be \nrelieved in the breast-fed child by removing cows' milk from the mother's diet. Studies on the …"")"
928,"('A population-based study on the epidemiology of functional gastrointestinal disorders in young children', '… Functional constipation and infant colic were the most common FGIDs in infants (up to 12 \nmonths of age), and functional constipation and rumination were the most common FGIDs in …')"
929,"('[HTML][HTML] Interdisciplinary management of infantile colic', 'Infantile colic is one of the main reasons for consultation in pediatric gastroenterology and \npediatric nutrition services. This pathology has multiple etiologies such as family dysfunction, …')"
930,"('Altered fecal microflora and increased fecal calprotectin in infants with colic', 'Objective We explored whether gut inflammation, colonic fermentation, and/or an altered \ncolonic flora could provide a pathophysiological mechanism for colic. Study design The study …')"
931,"('Evaluation of the Infantile Colic Causes in Persian Medicine', 'Background: Infantile colic is a common condition among neonates; however, its etiology is \nnot fully identified. Thisstudy aimed to evaluate this complication and search for treatments …')"
